symbol	TCGA.D8.A3Z6.01A	TCGA.EW.A1OY.01A	TCGA.EW.A1P3.01A	TCGA.EW.A2FR.01A	TCGA.GM.A2DA.01A
TESC	4.75363379745326	4.01420773052536	4.93337614998426	4.99403922390751	5.16317751395391
RAB39B	2.80056783076418	7.24360436533793	2.9035691540252	4.53441119624952	3.98715111210509
RNF128	2.87032299167875	4.96498747584095	2.49915668429303	4.90063797445354	2.3961634270861
RAB13	9.2802334882704	8.34028907196521	10.1558930036493	8.46799285555875	7.86795951405866
RAC2	4.04789117096064	5.28134112960261	6.25284017626493	5.8935065213647	7.14645274047764
MOCOS	5.58171315979007	5.22223795067665	4.61635026856907	4.75511934039203	2.28032273664658
FERMT3	4.1552789861879	4.01657251863085	3.60739254548114	5.07175539873457	4.74950284209135
FGFBP1	2.22772433441846	2.30256643302241	2.26876598213857	2.37635175182136	2.41167478560682
AMIGO2	5.30584381649412	5.0948699447287	7.14887140924697	5.93817546850171	3.83507783727947
DOCK2	3.66228037493255	3.76702009559457	3.30871071175956	4.53494202639458	4.63673027612825
RNASEH2B	7.00761447920727	6.17777600022128	6.69245738934081	6.95994096307559	7.17905377561292
RAG1	3.13401009863822	3.2314564289063	2.94263273004431	3.77392404978874	5.42007060418576
KRT5	3.89309932489839	2.85629549610024	3.31803337344092	2.27085225665138	3.40603591766463
KRT6A	2.02395136992943	1.9001297342446	2.10936725704002	2.3518199840618	1.86085310821091
KRT6B	3.72584960011266	2.64490192628032	3.22890405313578	2.38855589189773	2.59563518792465
KRT7	3.18082349666219	3.16575700158614	6.55924763331426	7.43564857331905	4.80329119416296
KRT8	6.85284099667428	6.67312969530208	9.51536990140813	8.10804782196694	5.34417716928513
KRT13	2.60187786662525	2.6287622768084	4.84060244957769	2.60187786662525	2.60187786662525
KRT14	5.18215018273938	3.60945237204246	4.39351112448148	3.11936483112497	4.42211568265768
RAB25	5.93619903753045	4.97858701779251	5.63773865860101	4.49198264001051	3.58312916994169
KRT15	5.10910808613818	3.30456028957675	8.44061604104805	2.78214754005077	3.48647059722626
KRT17	4.75684353987777	1.72506552912621	4.02354623187287	4.42223133690104	3.89400647075868
DSC3	3.14988056004378	2.34725607403457	2.64928182465991	2.15334018485439	2.57796072453157
PLAAT4	7.1878970135477	6.73939080876376	6.29691891391911	5.00417245360522	6.79209586548597
KRT18	8.78782292503956	9.32139532860273	11.84861903934	9.9271684075932	8.80683959029061
TMEM45A	5.25612695346352	3.45979616195224	3.09973746533678	7.71606650834313	3.44209764840215
DSG2	4.90483713452815	5.42139245640664	5.22484873692734	6.07321049316931	4.50115324525591
DSG3	3.1745234248913	2.56785234789573	2.91671837880138	2.2509462149228	2.46031507312916
UACA	5.53436855581855	4.24168639225128	5.53424242114883	7.0244274774281	6.15936544331104
DSP	5.65104481222811	6.66729052525781	4.37626352931083	6.39628844846832	2.91539209675348
KRT19	9.68289459291081	8.2263075836559	9.70518709433408	7.56605177459604	5.42182757325494
DOCK8	3.71167646822407	3.43670609254745	3.95640378617571	4.37787038287997	5.05454576927559
ARHGEF5	4.94520936205876	4.68846053349241	5.42901612570857	4.12390915700462	2.11625057270448
DTX1	3.73309343323444	3.09460014334084	2.83330138555292	4.16943397564038	3.27001358216674
TMEM51	6.61622286487224	4.97411379249784	5.03562167999203	5.88998608599822	5.27568788485484
DUSP4	8.51552665350297	6.09756129642475	7.73639071827052	7.69985791375168	5.57951269471044
TUSC3	4.02718690694324	7.16648540482701	5.28406446579565	7.01537575011164	4.07324895887073
DUSP5	7.66725023707764	8.77815073352616	6.70911376986914	7.20188560936943	6.53152194063906
TOM1L1	6.22690687143445	7.24418059131947	5.9724430748176	5.68188520449346	8.85765073839031
LDAF1	6.41243440776248	4.67953335839135	5.76154301784401	5.84764701130235	4.07881618335972
SH2D3C	4.90254148772866	3.47343604699214	4.39413987544947	4.78655389643713	5.27492783187716
LAMA3	4.96082486728359	3.381202765813	4.26269763944832	3.15488637356034	3.94432582782491
AP1M2	5.45601344909603	5.66280604684494	5.34978149441959	4.61840560566147	4.22495688364734
LAMB2	7.00838679523845	5.15592947029266	5.57977250070308	6.50465885370461	4.56926648939046
LAMB3	4.87661537351727	2.88227443974868	4.03272024824684	4.75413441493479	3.45453691298687
LAMC1	6.60719851546137	5.19782765203091	6.16737068059431	9.127248795464	6.02556904755071
LAMC2	3.67457406422763	1.984623478947	3.7799814910444	3.76761641502349	2.4795240465202
E2F2	3.56776944105264	4.49465965130837	4.04097460963595	3.77813053909217	4.38341755716567
ZNF101	4.25963100330965	7.54517078964856	4.72792851491117	5.33221219427711	5.17739186195463
LCK	2.37466723680629	2.49590062179808	2.60148549159151	3.55555450937823	4.76778767240487
ATP9A	5.00264813693624	5.4975512648246	3.80683843445767	4.55285665870757	4.08453293878808
LCP1	7.0374241133071	5.05537526173579	4.41098589467509	6.03305728117295	7.54231779288924
NUPR1	7.96996671408846	7.52663933922986	5.86464501849789	7.19081216539049	7.66454330615389
VPS37B	6.31702895863981	5.09751211362306	5.31910261767385	6.85256083363335	5.47198550126584
LDHB	9.5104523327771	12.1300637326022	9.71660310824311	12.5372043599749	9.99173379061755
EDN1	2.02144653283751	2.51896774607128	4.12906483017515	2.68019281681413	2.54179352393834
LGALS1	8.99409559363272	9.14581873847821	9.11788500112833	12.2096562399158	9.69576928495382
RGS16	5.32715493684725	5.82851912231683	6.84439287959069	8.3285683491063	6.88954238963767
LGALS3	7.88601456646224	5.9674306094716	9.78536397524538	8.37648376283745	8.37314797958466
LGALS3BP	8.73139784027222	7.67735588367178	7.88705500101525	6.86411559291317	5.82243961853107
FOSL1	2.77746206918619	2.90605455245278	3.63891362495097	3.45535798152526	3.93188795512787
PLEK2	5.15298623680823	3.69362267697408	5.42622445833513	8.32222393799988	4.38013089890576
MYOF	9.22717684437858	6.36413340228018	7.98547985373212	8.88037870158434	6.56587840373112
NTN4	6.54137818601344	4.41873597382232	5.3311621046613	3.78127546701212	4.74867133457165
OPTN	5.09448903081097	6.7670042262071	5.49800290442021	7.13124830918983	4.79999138111583
EFNA1	5.95427503094143	5.69913967234868	5.23168309317558	3.58931298313239	4.28273898731087
LLGL2	6.97126129769557	5.29287124346639	5.61209271069594	5.41123039170145	4.32708406112779
RAB34	6.55397600137857	7.91039885059041	7.22612713754693	7.55484004632855	11.2469860763043
LMNA	7.50059138550305	5.43557937567604	7.72590452519848	7.68895710528529	6.33280786065112
FRMD6	4.75289168613821	4.6314638359703	5.0379056921122	7.10311709263434	5.40382778770537
MICALL2	7.73723267619117	5.04298742009642	7.55337718715104	6.6659016751749	6.89404095577269
EGFR	3.06423576301937	2.54963525266051	2.77605005941683	3.89646847294115	2.94244007905448
LMO2	5.16582228087676	3.85984284077569	5.88676835396127	5.55478446886803	5.74701580354299
EGR1	5.49979968692725	5.25809115740137	8.03546979276369	7.8890448675976	7.56576135727377
CDCA7	5.26366180497157	6.71034520769263	5.2883423515355	5.99092712120646	5.40307425815555
LACTB2	6.43795754533892	7.54204501343689	7.08433819544598	6.68947602256481	5.84320012652558
LOX	3.72796068946458	2.95801932714598	3.45583989445188	7.48948792360826	4.75900817033811
EPHA2	4.14139538840105	3.5927271949393	4.40675177785888	5.0039164820692	3.55468742226141
KRTCAP3	3.99524364724361	4.61716309780413	4.62988082112265	3.6347135661362	3.21743347124733
KCTD3	8.98082212701805	8.85406045833593	8.69890862583398	7.5390720891413	8.24956647527307
IRAG2	4.15543183027962	3.56593388765382	4.37218261505917	4.44102212598035	5.18782257789986
PLEKHA1	6.27233910325176	4.86451527717632	4.53740734944629	6.76401602628301	5.37331056117751
ELF3	5.55923076585319	5.48144293620487	6.1104868815241	3.4043707447033	5.80669151954647
LTBP2	5.25802886136376	3.56825550085986	4.27746996294532	5.70555029831684	4.59834665016375
LTBR	5.49151030080543	4.93682592946163	5.8266956946436	5.34465541006419	5.21921041711735
SVIP	6.40773182632881	6.63089351445004	6.89890048686516	6.49419274430823	6.43088362690575
EMP1	4.1231047450489	3.05507496162363	5.10005435627068	6.52647759572339	5.42770261801947
MPZL2	4.28732740708128	3.08024243132154	4.23285755586907	3.9359383050123	2.70949131464695
EMP2	5.77253706461365	5.87479147521384	6.72720242141278	6.66850779940627	4.77545175754802
LUM	4.99179517695128	3.42209233459005	4.677900723435	8.70308839563904	5.29787849049261
CTTN	6.51813059539607	5.33856844493119	5.67672271348652	7.78813330977604	5.90762726879699
LYL1	5.25804876556558	3.14615878312872	4.0021669884854	4.17081524924224	5.59388855425608
LY75	3.67915905232706	3.37998645964947	5.44254948921607	3.55603406794659	3.73240243531963
TACSTD2	6.35639883164737	6.2195923519913	5.99378159208687	2.91119964249722	5.80852376385623
TM4SF1	4.49326005547973	4.6418943639848	6.92436469303211	2.96779083371581	4.77917092815284
EPCAM	6.28676273666766	5.76279179089011	5.99235600294293	6.8457415727334	5.14845815717753
CTDSPL	5.95430103216119	6.30464682894507	5.1971087598271	5.19033180108182	5.35342816306886
LEF1	6.97222212700133	3.00221505736787	6.08141339664338	5.38962215175492	5.86775927310478
TCEAL9	7.14982052175805	4.83737718693326	6.76570523239271	8.67338764706379	5.85197473175091
MARCKS	7.73612453427341	4.68934240423778	6.9346771335682	8.79093886824516	7.5320081196018
PHLDB2	3.65828877816114	3.16728513858842	5.99534048895881	5.89720460215036	5.1534312071114
TMEM40	2.56655025369877	2.41003036611852	4.65617446811814	4.4884348084097	2.31153948259713
SLC44A3	4.79197788681521	2.30702472789431	3.98335173957091	4.19483033336814	2.94318438290534
