symbol	TCGA-A2-A0EP-01A	TCGA-A2-A3XS-01A	TCGA-A2-A3XW-01A	TCGA-A2-A3XX-01A	TCGA-A2-A3XY-01A	TCGA-A2-A4S2-01A	TCGA-A7-A4SA-01A	TCGA-A7-A4SE-01A	TCGA-A7-A5ZV-01A	TCGA-A7-A5ZX-01A	TCGA-A8-A08X-01A	TCGA-A8-A09M-01A	TCGA-AQ-A54O-01A	TCGA-B6-A402-01A	TCGA-GM-A2DB-01A	TCGA-GM-A2DF-01A	TCGA-GM-A2DH-01A	TCGA-GM-A2DM-01A	TCGA-GM-A2DN-01A	TCGA-GM-A3XG-01A	TCGA-GM-A3XL-01A	TCGA-GM-A3XN-01A	TCGA-N5-A4RO-01A	TCGA-N9-A4PZ-01A	TCGA-NA-A4QW-01A
GALNT11	5.66609257531991	6.24748875160017	4.27663151717669	5.38171067719432	5.79362817654175	5.79701033458928	6.69478912154502	6.48376094353535	7.53894012132415	6.927661620896	4.78029806012574	5.82350741301279	4.96402083827559	5.25232852015895	5.18983496383861	4.94977868783541	5.71394825800204	5.88848727014953	5.7955317240883	6.26195856221139	7.43618983667033	6.33271933094848	6.10137104557862	6.69919959309452	4.82898969325545
CNKSR3	4.45532142387268	5.59889273624037	4.22438842481656	6.21996876584509	6.23230927653396	4.61462397451696	3.39646412879809	6.07353565500949	5.64757883451783	4.54891562298531	5.14771225871934	2.83158593357287	2.11995183242661	7.37548627864419	6.69661897273794	3.23868591184275	5.55757576500333	10.0111608667464	7.22329496318466	5.3386262047416	5.88600290650982	4.3676946824357	8.71273660179837	7.36217658778563	5.93689555912956
ENAH	5.98504186997626	4.63840132042414	2.82036553528992	7.2342204209082	5.98070359668	7.05811318935238	5.86232664330604	7.09370163103748	5.94520634395785	6.98973679611628	7.10901478944271	5.16771451241983	3.82782603061877	8.10996025038272	5.87538695860317	4.66948457791481	9.22172056506905	6.57870233437773	8.91161862655956	4.85923655701582	5.69130160712783	6.88667090684723	7.04127105527994	5.99905941863196	8.13605440674843
ASPH	5.56355146358	5.19952972877565	3.17335377183308	5.62013848367395	6.29051917914835	5.89597980122439	4.32198113767689	4.37782924880462	7.02358965444725	5.7798760409158	4.63762330010578	2.55133702113066	5.10147904417953	4.72159483406324	4.59440002730373	4.0435465690339	5.0418189387476	5.82664698704638	5.81181730910898	5.65534721630482	4.82143029421727	5.63048497667399	3.5918266967884	3.519646492434	4.83599769880146
PARVA	5.07391344131552	4.72718232297145	3.35476888882611	5.2266241913357	5.60855910222736	5.15168280393854	4.42005031766259	5.53232102039094	2.68886900004785	5.68597361831447	5.28229427058809	4.6842175945598	3.74834563507421	2.86033462579304	3.74761882415063	3.28249074116597	4.6785173557694	4.99314726949969	5.14055947481117	5.53796307418221	3.51652508908942	5.3866793386286	4.7850432757367	4.09118784408238	4.35841595881939
SNAI2	6.17061058782382	4.59790925006232	4.55932611469991	4.82151640834344	7.54925217694932	5.33246070562073	6.18215833349182	7.2715067361209	11.6386046389611	9.0151471490254	5.87976693147643	4.10701259348388	3.03930160872051	3.74933831792536	3.82239989160029	4.77221696288529	4.3179320087877	2.99198700913837	5.39819973101028	8.0819269455215	2.38480747642181	6.60956535508649	7.03330498184062	7.85473282087059	7.00582621716321
FTH1	10.2246010417445	7.47970534443678	9.1173800417196	8.1773739979311	10.2116540744579	9.69470875490909	9.87643469087221	10.0019152210427	9.12765652270872	10.2427879336104	9.32306439565871	10.0058840472306	9.12336247487305	8.36932088435566	9.47182602378454	8.27800472885616	10.7511713797502	9.41024830221058	9.41905043527092	9.79615522626475	10.7691221550431	9.97185166120957	6.901700514688	7.16623677395675	8.55115230461551
CLEC2D	5.8870194698409	4.13620018700727	2.20119571522386	3.40779840349942	4.53261369956002	4.49500252934472	5.05692339298948	3.61007935771488	1.67401756204856	4.52944768496021	2.83634816238379	4.37860888194477	3.57490630895856	3.76563000676073	3.70874699482895	4.40495618191099	5.48638263196698	3.46679978011874	4.65214171763789	3.88234538078634	4.37414743811516	5.01103794750169	4.75498646834816	3.73527936599758	4.58087321462869
SMARCA1	5.95659554374177	6.38308439236006	3.12219712646084	2.84178702506994	4.63281246296639	6.55962202938308	4.69766114312907	7.4100891902253	6.81112234265214	6.56628896410327	4.98834179095431	3.98488179198561	2.99712005643775	5.54165727796259	2.67080179540083	4.30047959528455	8.58272317119669	8.61823720306613	6.53328064732587	6.0435058991398	5.89686200263028	6.29553726632763	8.08538351662961	7.63026788296642	8.25885230735125
TIFA	4.59725502041852	6.66500433224276	3.31768079631226	6.17532176779602	6.32639488155587	5.29929797694421	5.28619717304053	4.30318189629894	6.48719630619256	6.22725939937465	5.04442684213356	4.88826370411732	4.00655634396327	6.69514275949751	4.87019905442701	4.65640393298278	6.32201011215161	5.10251559475129	7.37088590863457	5.61243573170337	6.41554672950752	6.18171960802003	5.9880487456749	4.82788822006634	3.92364451787884
TSPAN13	6.9921002058869	6.49092530790625	7.48114509309826	4.27702128257029	5.22255102705762	9.38885907594569	8.86636490419645	6.5547763640845	6.91344886835356	9.33622482923848	5.56428931003524	9.45194706271648	9.11469543479685	4.37880935509585	8.52240337295454	6.46159290164481	7.1408672408607	8.84851796186656	8.88173052383046	7.77300037644805	3.46798620922862	8.76142674954918	3.46844716709077	5.03095603442258	6.30110718324507
OASL	3.2278486455783	3.92979324571559	5.74979345881033	4.00621819890296	5.44113357030307	7.59040274652589	4.80402990432313	4.93028094740776	3.371908067341	1.86098889859407	3.17406067013353	4.6841756341687	4.59617185736026	2.57925451497176	4.63878649761398	4.80879478907242	5.24636403004572	2.70824799031607	3.88881017295356	1.80324670523621	6.23314829043814	3.94760031921993	0.934918102352624	6.33163782686774	1.78107592376028
DLK2	3.24511769860558	3.81847660688512	6.91084751026423	3.37244245352119	3.58777848944232	3.21737631158242	4.28834280014722	4.67827660804278	3.43876761980537	5.24311988234645	3.08119647039948	2.93719050867966	2.91384809340423	3.53750785140403	3.52943814103456	3.28584377388091	3.58932456195804	3.09980658842395	3.20729938132983	5.27182454457101	3.17010952166436	4.11149499062472	6.13316652284066	4.9764354553313	4.54406758374225
ULBP2	3.14744651999644	5.43815228475012	2.2565497518644	5.64403693640331	5.302441939026	2.73202510452011	2.63521672543091	5.00820077044513	5.94848487279231	2.7102765221324	4.1566483126743	2.509036837192	2.18562987734968	2.66603857882842	3.76926183558853	3.54797686293198	3.42512974618256	2.86282564201227	3.04666823018943	2.56305929617266	2.41741998376204	2.91961158574024	4.95163385227128	4.87294228164458	4.54307726100059
HES4	5.05382519515197	5.07373509728101	7.80578629856993	3.65654397213502	7.3430170830803	5.97674458021513	5.72766758085457	5.99847442681126	3.73705806056702	5.75958687906883	4.76595273974449	1.9431066227638	4.31348827702154	5.49525212728789	6.88489861463837	5.48930647963134	5.36866033802669	3.48081880115918	5.30498923168344	4.82584207117138	1.8214084365445	5.46314159924074	2.14475629386984	4.00881185597684	5.91569719066142
RASEF	4.10761296642152	3.21662491205835	2.46631010021628	2.71277708022698	2.72470154597217	7.05532868477157	5.56422625988004	4.56512872499734	2.1083169369068	4.78835361256977	3.84513138758428	6.24547949801067	2.38988884603631	3.19736447402746	2.90498041180612	2.14031743128516	7.13895319830021	7.71229445831161	5.83788100716644	3.40165478622873	3.26997697903923	4.8664129908522	2.67018572208614	2.37111278903173	2.26331416929984
DHX32	6.70119749819781	6.43502588342571	6.12994331154785	6.98228594052958	10.2248715019663	7.00823084337805	7.16250119426029	6.48609687310024	5.15505776474187	7.78132426594613	6.61456154868986	7.44581651941246	6.08247525262036	5.47428256815482	8.8130729828217	6.49433957949238	8.9008200135754	7.20105117044568	7.9776468551386	6.82418543360807	6.43135093170462	6.7609590996098	5.55318270077038	7.24898428797618	6.17169483093926
TRAF3IP3	6.42099628531228	6.20411453923483	3.60356201459716	6.49397886104153	5.02789060162264	4.43618493334096	4.88786683180191	3.23374266552973	2.32564937982827	2.93181200380827	4.41435153373492	3.64975061526009	3.29397809675854	7.26952737599071	3.78300230227502	4.23785543148974	5.57076564137372	3.02422282221741	4.88266614543567	2.43372302132144	3.66726000515865	4.13054161952223	1.354133292223	2.12922314028051	3.05147702971637
FUCA2	6.31321586054	6.49565432447531	4.4881523821409	6.820484784784	6.2402247188243	5.38356260618309	7.58532736353583	7.05405545486882	7.57475581151687	5.5052696833474	5.53085535596232	7.65264311827313	4.37594811247532	6.20179494299485	6.67533474675146	6.42985406483017	9.20855908336045	7.70644167758231	6.60327354769071	4.70242560507282	5.89523376390264	4.77112846155047	5.06580253184589	8.66787128662744	5.1748257567493
LIMCH1	5.24006638065641	2.19240506937736	1.54987222946883	6.21871191950018	5.79399673818693	5.60556590851714	4.62509692123552	7.01632906096152	4.3738875380851	5.78616869752443	5.04260849435676	3.19585961100227	3.91862204213344	1.07728167685978	5.77703115576239	2.94478307980929	5.28426681459816	5.59376890090694	7.66418257968232	4.64630029741047	3.83326416614304	5.57729235834629	4.57140787020693	4.00655685298089	5.40001755145525
ZNF83	7.87501241707456	8.53480844807033	4.58801529158088	6.3466213321334	6.59170367095185	9.11192491897626	6.51788752077693	6.50475675684665	7.6664049331343	8.75174138913426	6.03516148115872	7.78028838609718	8.47002995111468	6.97560762552579	6.50590917140442	6.02349165211683	8.42038740446894	7.17515284083554	8.0696925180086	7.47149017880084	5.76742560195708	8.57790725910402	7.12526734832953	8.89335443698547	6.19182702521143
PROSER2	4.26050252949262	5.76546090121634	5.93425359291309	3.15363641923024	5.18763254570784	4.53928975496075	6.34889056419078	4.6846607246452	3.27348213115527	5.35705517242871	4.74973926809667	5.01931869641113	5.23860068565463	5.26322936003405	4.75293872701475	4.62840781116359	3.81032484211491	5.34884744131834	4.64048467922351	4.6033160234722	3.32957789902786	5.48020738442066	2.58907362411603	4.24633064400184	2.97197669373956
ATP1B1	6.12026039569468	6.13365761652954	4.89647508190788	9.77984290092889	6.00176331460617	7.90958932342488	6.62151693954021	5.94932533025337	8.21597641230908	8.19462037562124	6.38903320242677	8.19914029758839	5.99857754717894	7.87525107078516	5.54371920857166	8.4645190153668	6.62825099906166	9.36525241153782	10.0746033230527	6.95604796355318	5.81490484193832	6.55424139615774	3.09965370573752	6.09429465956134	5.37605465880016
FYN	8.87423826803272	6.8064336215926	5.79515268226335	6.62439503919568	7.92372051854733	6.39646575338908	6.84389201040035	8.10448660016805	4.9356252341269	6.08044230669511	6.18855815905875	5.84927086532206	4.05229258377187	4.77221895867492	5.18147132137626	6.31209006981013	7.69093586714126	3.96837700061313	6.8898754500888	5.69059639809178	5.14009968045396	7.0547517265613	6.98593478794985	8.29653681947969	9.53307883170696
DCBLD2	5.95838152042115	5.91653491750598	3.08841690852895	4.73651529078206	5.95347560854459	5.86598575188891	4.16652522808831	8.07994813499597	6.91860565746395	6.65930209495839	5.72501542057143	2.88361641902202	6.23862352444264	5.66688356290707	4.04355699000172	4.74453036264968	7.03090636403752	6.65588081161359	6.19321553778778	6.1480058134247	5.31891418761924	5.87684512174418	7.43393372370533	7.4655972062376	7.37225575233045
PALLD	7.49984964233285	6.41281246458644	4.45540284973413	8.46207657261778	7.78822529602207	7.11313350567275	8.02214740598636	9.10066780003765	4.42888751293148	8.98575559116632	7.77013009338042	7.47188687182604	4.17340099827555	6.77622220781973	6.66279613126833	6.29001342616859	7.95577363806745	5.79492327125876	8.75409172453756	7.97386667778558	3.57663068235286	8.82945150378902	3.76979402272614	4.66602918153751	7.86812423316966
DKK3	3.59833575628711	3.71868467254283	5.28799514551365	4.80759400444208	4.24832611188443	3.83813516953195	4.2214917576257	5.48207784257617	2.73457495470989	6.5731865476144	5.44790722527746	4.26033333614933	2.11627362283784	3.97924529781339	2.06671689364677	2.16837219670066	2.8750423107685	3.52914522618047	6.09374375360798	6.57065640302911	0.918021395701276	4.99805158250491	2.78373678223843	5.12952801157582	5.05586952834337
AHNAK2	3.45203539745552	4.45758922390766	7.52476785387709	4.46357261130508	6.26015669166373	4.45915546474152	3.60759741409197	6.36287854880658	6.48375706028364	3.34996965329018	5.06070947770626	6.4413285400844	3.47331963561592	6.53586738258603	1.97939871072564	5.5591213573087	2.62564112726758	6.35413019098068	3.42543091401266	2.72328576634196	2.87879229197822	5.02364496904328	2.77849902236154	3.38692380555162	2.72937915150257
MYB	4.46235949163895	7.81585487126771	4.5200985997587	3.67106709611192	2.78451862013429	7.61304288750816	6.27806552567405	4.50482263025519	1.04339788340918	7.78410183879265	3.65982530704921	7.32676804539361	6.05152400351513	3.97311872281394	2.42025647129878	3.42881098999813	6.72683854397374	6.72787490827562	6.37580697855528	6.98136362367303	3.91351611591538	5.51988347127707	7.2091536893984	3.77602182206983	2.20644728567825
CD276	5.34775090675674	5.98568287377916	4.79142044619869	5.34824273674552	7.0877178594576	5.74022378829876	6.085122065909	6.07733120452444	5.29090189960874	5.68185961666265	5.59838371656795	6.68180957201413	4.44617280956097	4.54502092377994	5.28731288351812	4.13007040842779	5.60232348499528	4.32940659030178	5.16018006580612	4.58845399768985	5.42516143927329	5.68275438869721	5.05214349629463	6.24912549314331	4.67148966624391
GRAP	6.18352548489743	4.50079250379376	3.93198589855201	4.0077226883247	4.51046682160473	4.50431345607347	4.38087652208132	3.78944506660037	2.43632707637797	3.85547393450817	3.99064301120884	3.18320229284907	2.57861802768751	2.42404032422906	3.72955642245731	3.66659111096088	4.47271543646655	3.35910438462872	4.02459397546493	2.59012276746103	2.76432476654709	5.49777061023851	2.65708854532876	3.1990451482853	2.74839010563927
MYO1G	6.68853382049242	4.07149852715682	4.96450446873216	4.06265578569285	5.47366529329463	5.25004283407868	4.93625529529586	4.18379310647925	4.17382918593696	2.28402465528569	4.16892593747132	3.59122598297833	2.98549063309007	2.8134943120291	2.99083233426112	3.86642678629529	4.78354467777687	3.55121591332353	4.66430462947187	1.70831491593613	4.72826325067686	3.83929804589155	1.41492049455409	2.92608526447765	2.06190367333786
SOX9	3.32517321632014	5.04238922237506	2.19618391400563	5.8827160001715	5.27589382264143	5.67919241940873	4.33254586108902	6.29554983675743	6.32263362830055	5.11589763796947	4.25594242267299	1.592029019865	5.39675615429451	6.28097071726581	5.82090164790952	5.34077814601916	5.40892435697363	5.50006377201105	6.73911872875445	4.19992757225329	4.64005286519499	4.85749439326628	4.78257676761289	5.04078074891067	3.73891985391488
RNF130	9.18144423856393	8.40624436296498	5.89107638369853	7.18491312585067	8.10324313523032	7.42919085204362	7.30002833694016	8.0309528509605	8.81587160944449	7.904350899376	8.59050488466152	7.54269727049442	7.14595643038609	8.4918634223028	6.51342013937879	8.05307734853611	8.20769889124934	8.07425705963247	8.22236441837682	7.35448325513008	8.2470979818889	8.07330944221426	7.79041487934417	7.6559333938741	5.1354415576289
POGLUT3	6.88572453987529	6.18797672734615	4.79151110509697	5.71385887997131	7.53110221711306	6.15576982539039	6.23300568569512	6.79258102468101	5.77369945619166	6.98652991115964	6.73016997996907	6.11531319919635	5.21549283747036	4.04312948547289	7.72532437842528	6.57490295405533	9.28903100965634	4.58841371072718	7.43006827437373	4.67281920856163	5.4236133739008	6.89847880793	5.23227540366685	5.26592761933506	8.52827348429477
PLK2	6.39557290529365	4.28960022912658	5.00429936043223	5.73936652999279	5.06535849885604	9.23394116309884	6.57804215593867	6.38987422876607	1.27335027502753	5.85489500906757	3.68641465338459	5.71415543711349	5.86406668203643	3.77381067344796	4.88725601039533	3.48394696749442	5.42694855492119	5.55135861990532	7.47621629400443	6.0768135535821	2.2341888818313	7.7653946087509	5.2386149427792	3.73416716888608	5.04647124727641
SPARC	8.43955982496731	5.7843010886986	4.28587839694228	6.41532864415479	7.17316711330044	6.81616415962556	7.64710666328999	8.757560886284	7.68252838074814	8.2933235502677	7.98631214613235	5.46866392984626	4.86624691288227	4.97662075879913	3.757467079166	4.41927160109274	5.30025119992279	4.93904706216876	6.28905141019086	4.66868862321753	3.44036491752123	8.92993272277635	3.08199676780105	6.71636877629745	6.34008937560327
MYLK	4.05696973308783	6.3782874868858	4.83658867329041	7.4080798054594	6.71454037604744	4.51883143426018	4.75316715060239	9.27705570144566	8.76428914803364	7.35165219967031	5.58832883032295	3.73495700968518	2.40277380755234	6.24194509157323	4.41920808638638	6.98987550732865	4.72399402618653	3.09480606319966	7.94183140047563	8.36076524449243	2.38407502349224	5.6676021974493	3.32784886977342	4.14070019112303	3.4040304630206
GALNT3	5.18408955375126	5.13552739117553	3.0078892884672	4.61590856423115	6.10263120479106	2.98695560607844	4.29352136934091	8.41318853533692	6.17490559030585	6.88191463016339	5.67997314622248	3.5205833698084	4.6323653324709	6.93110682517158	5.29130202105171	5.79647916079494	7.41768809429404	5.0793213867161	5.62169420830078	6.32201077595539	6.86961343275324	2.69922282329105	1.02622603859181	4.04840671813536	0.973795108177417
EAF2	7.34306169360228	6.08558999281745	3.70199174397966	5.58051171417476	5.27477043575254	6.04436229110288	5.58074822096196	6.13248199153659	6.39486843875051	5.10219094095869	7.72960530034715	6.26150208638577	3.47779733222953	4.35771991995031	7.20844392718329	8.65627611041473	6.81829143211137	4.05921458443903	7.28753657301259	5.56776931625912	6.1491119957737	5.28009372472634	6.39690607259417	5.37035067020271	6.94319215310262
MYO1C	5.98861225300816	5.70301271948263	5.24922230002065	6.54596922807631	5.82176243274778	6.35336961790116	5.27072268064322	7.25812073920616	5.33501689031133	5.20771082799488	6.06497709101275	6.07104831568135	5.40749029746972	5.23089235792499	5.55817611889555	5.43410310196705	5.64890204381499	6.65035009900971	5.66848658513535	5.46736126729164	4.20182049447653	6.68795739096055	3.83422428524542	5.87819663198542	4.44641101034229
NCKAP1	7.02028758979341	7.26954345802739	5.1280372647383	8.97172377929681	8.17114840251428	8.0501724562013	7.48281110258444	11.0270389577787	8.4705788353304	8.35824420519079	7.31305935819757	8.65113888415254	5.95724932929129	9.29031660605106	7.9733071974458	6.69928555834451	10.1207276024857	9.43134238489311	8.90280998281846	7.09433293299803	7.86187472341217	7.39874744357992	8.1886639573366	7.55528492438062	8.26351731497761
SPINT1	3.66802965030906	4.79692279510321	5.0231923669503	5.84501481539175	5.30514104046772	4.95889633962844	4.99216723121369	5.75995974903811	4.21454001490668	4.62921566744113	4.21919307507948	4.78775669023764	3.36074270018907	5.03740667054806	4.21249607891504	4.28818262943896	3.05623570783581	4.50132441551583	4.48979582856218	4.82756596830819	3.94985520015582	4.39908142178437	1.96941699198041	3.81567995307204	0.139643174678231
MYO6	4.72048256208642	4.48595817729409	2.89405295561383	5.76668277636198	6.28390471454693	7.06524519238895	6.80438638989604	5.61023441544696	2.44710172530593	6.31606582599717	5.55939583908017	6.55560599573862	5.49629437962091	6.0149417416011	5.45401344277361	5.96928220105485	8.76490975874708	7.86515416532419	6.96134724459102	5.46929879160931	5.25877616124595	5.09949321908205	5.76342221151413	5.27657483082125	2.6392436139423
SPR	5.47911933066237	5.08150392019275	7.22258504284469	5.98113167111384	4.88814175437957	5.72127522498997	6.67760508002431	4.87782790684189	7.82774376117719	6.68940504785681	5.58764262929717	7.40388737503665	8.3117410342518	5.930940038479	7.236808597543	5.36363254719057	3.93575795411429	8.15965534192639	6.45345034530662	6.37750796497352	5.56324097450094	6.27341421157455	4.15960715907422	5.23870566856448	3.91032298373127
DOCK11	9.68635606909498	6.32039278897466	4.93543998334215	5.52028236137108	8.04162994502128	7.19750423635528	7.49107183672054	7.57288692344409	6.63743184986239	6.21293110926604	8.28348884366514	6.38308328856312	4.0276180338355	4.15083792040534	6.07553403667608	6.52237264930108	8.64785824193454	5.67794087307435	7.40453325984283	4.8990177773575	5.61138284445398	7.67278897085322	4.92376018411739	7.50545231229275	7.51812155331969
AXL	6.15495152185278	4.32397895749379	5.32642861508511	4.2091830072746	6.10486329290463	6.10227325270189	5.92150350119905	6.35820349561074	3.15558007197771	6.08795869459856	5.73334290715257	5.0298084702316	3.74106006618208	3.03867303822325	2.3555524322714	3.17696207814224	5.4030330252973	4.64852221319999	5.56004020982212	3.99838049581933	2.92993416006543	5.94030677501333	0.744425492325823	5.57350174554847	4.73417763534014
ADAM9	6.69872201165653	5.73689275755653	4.19217224998491	6.98124465516229	6.48677445542931	7.31042129295054	5.90677192067494	6.92809319768973	6.36074135475051	6.92992991969055	6.35695242566645	6.11368314457304	6.1319111323632	6.83798528817936	6.57777820648598	9.10704950441908	7.03089157252129	6.95236958074577	6.15468037867587	6.63009979093294	5.31855407157293	6.83678823231659	4.79657547117279	5.49291768949193	6.49553423511058
BEX1	3.97328592687035	5.33689350334489	4.1296018766565	5.89330464426345	4.25515175503381	3.49960133421915	3.99487677302852	6.22523920463789	3.63648225958115	7.51760398028081	3.49960133421915	4.02383204513019	9.33466189747299	4.1643561342342	4.18901811808416	3.6574263708834	9.08791069261917	4.08798900845707	6.46378552799617	13.0864757348338	4.51415048376009	4.5740403444335	11.8444839314905	12.6082808831589	8.90629500508039
PXDC1	6.10496796954617	6.67329778355495	5.52046348461136	7.55979309793999	7.22646624462228	4.95989255504491	4.26689810438865	6.83438584701473	4.48928463063478	5.41359545084893	7.03239997846906	3.03811103413471	3.98673814838459	5.99312618753109	6.60196759586508	6.79172665132815	5.14876760137767	3.86098472725961	5.08998061249507	5.87696398024532	2.91135872174065	5.38577787700679	5.33247513042821	6.11675235921136	5.8828675060104
STARD10	5.11588116450005	4.22681233722682	7.88074398397885	3.93140057236491	5.27451280754662	5.39756332928113	6.21697543783757	4.48962797372275	7.01092526481134	6.37793362066386	4.08400190679768	7.24851296690058	6.65023315225109	3.62434753177709	6.70904577080435	4.37668311716693	5.22913077181674	6.47002462118471	5.73319766549133	6.67304711431865	4.82841179812951	5.17100850083872	1.24215594124	3.52293527447001	4.5276184038207
GAS6	6.02462552256585	6.20640598402536	7.93987587684911	4.6790843042858	6.28712425718751	5.92745946098992	4.62831895486048	7.07229195338616	6.79060071971535	7.37560952411131	5.20832808877563	5.87788289825056	4.76171634700279	2.25711359499398	2.13285701234149	5.81522166397524	3.2782333953483	4.61402182790367	7.12960364186077	7.03767009978421	3.12478545578393	6.14025444428613	1.2788545130871	6.01788311707507	4.67782167581785
SUSD3	6.00745954331702	3.52573716480925	6.12589585761217	4.00881883606775	4.17399795756685	9.37348216891884	7.1860350761178	3.19003364085025	2.63729860214977	7.96658410676777	2.80159924433218	7.01718376810978	7.28925335111864	2.06092979179216	2.42910788812337	4.66015603146098	4.04298948128869	6.06859861901577	5.97174050481258	6.45120688668965	4.32474424934436	8.22641777309958	2.43548465932702	2.88721140621172	2.01703722466562
GATA6	4.55292914401945	5.73510554171367	3.53356401188157	7.92126729487589	5.01181876686912	4.37139295094105	3.3977778642113	3.82545246542564	7.49291412478928	5.08103083018946	4.85257260248132	2.38210357716161	3.86282829793899	6.32638899765054	5.1960437111262	3.57933049911936	3.73876243281456	2.5978420820606	4.43339291206138	3.97840350218888	2.27302476368336	3.96655965153029	5.03931579331728	5.1820841236448	3.30109520993734
C19orf33	1.87076008397725	4.12824525800736	8.19125400351273	3.19243781801768	3.5904692829873	6.50859897739436	5.79594961397995	2.63369669423289	2.55160013496142	5.50356515157205	0.669774138655625	6.31499003256866	6.82733479202239	5.94025143831343	2.40665676355395	0.504283606283549	1.91704351810673	1.14634480343021	5.13282495837353	5.19251883305139	1.62129498379951	7.17095849924152	1.39862446792566	3.4639924481971	0.0413327610579612
GBP1	4.47986278581409	3.08801326230629	2.46225851245001	3.98156892823938	5.73779589508276	5.23531335868961	4.76550441990669	5.45617683474313	5.81443509128708	3.19690469188777	4.57856294859398	5.01722249660087	2.5576530941337	3.13560493029739	4.2513743512217	3.82509915193168	6.70385973590775	2.62170813279884	6.17212322251916	2.52248498592488	6.56408351989074	4.29777459777507	1.94327857342048	3.17735405807286	2.30470441038193
GBP3	5.70359416065457	4.10784660555763	4.50104269410286	3.94476943697195	5.03279787205818	6.90929749242813	5.23979636496241	5.06584841461509	7.61202636545484	6.40265470224052	4.30727513051302	6.96502202169121	4.74039967755539	3.44499869639495	4.2618713317556	4.24624228610756	5.74688530551044	4.45910532243473	7.52583091092371	4.29726308720478	4.83760422680203	6.11868353816696	1.69498549739952	3.38430073673647	2.80558592850032
SEC11C	7.8285020791144	10.1019656736103	7.69526673894075	9.51740430545168	8.1283156560143	8.76623182532052	7.5413395847893	8.25154108588899	6.48563628310888	8.38858970037639	11.119258780809	10.1781215706184	8.01489968479889	9.054263488068	7.66005719846363	9.20266060844126	9.65515522510362	9.27934611699169	10.4471482262779	8.33808161741487	8.94771425482859	7.71042212739904	7.23133600251376	8.14296832526661	5.79281493367397
NCF4	8.14183139374859	4.11561259795801	5.79070448511654	4.27192661909036	6.25858439353209	5.2954124941739	5.03362623361596	4.1511455040044	4.04354091761766	3.71254750629647	5.76800540683239	4.69945812911611	4.44308463522848	2.861729573226	4.320072607445	6.3859862657337	5.33862228035912	4.39772211659358	5.48758489477063	2.55013459448729	5.02831870245957	5.06472195243188	-0.629087956329935	3.68100452301382	2.52271212061856
GPRC5C	3.87447510965123	4.03683133668454	4.96564102391483	1.97265956403361	2.93053899443969	4.69071618696805	6.16652830738995	4.17350477377104	8.79848359270948	5.51906121294456	3.40794691673121	5.17142738938255	6.31714760242432	2.34179534239364	6.87459249126331	1.14707718131788	4.80292666681978	4.32169846303744	4.80966050307124	5.97166120741803	4.71387586125962	4.68275272834165	3.90687979682216	5.05814244929833	5.04358439420698
CCND1	5.49719851595352	1.84158595570917	7.33646611113157	2.00969652962939	6.37164120603031	7.12363543191649	6.43990610159075	7.91469788062756	7.05081610037932	5.70067711148528	5.09484530918166	8.55163405179819	6.27627747273936	7.70618801533046	5.6361740381127	2.18029828116871	3.10885822878958	9.26846488325234	7.01071559315532	5.30728022222129	3.3656144525998	6.5406344323898	2.28308722369632	3.39962740905166	5.05367642151004
NRROS	7.99975280955925	4.89177161949506	4.91862017876229	3.44210419246817	5.25212303561072	5.70681851562916	4.41883931916245	4.68912670818895	3.49295128142183	3.20354040729266	3.92625317825014	4.11306085754522	3.24846482234261	3.5557571928969	2.14067897518503	4.05718266445158	5.48079648450931	3.8890308921035	4.23498142460055	2.45003025117791	3.60583637975893	4.65281486832222	6.1213649036688	6.56250757926809	3.16602084283194
SIX4	4.80322440459026	5.57612885527548	3.4637654059603	4.3674631867481	5.34075671624019	6.38717606152342	9.23121232706956	5.68984547856604	4.29058613316976	6.84602994966468	6.61533072559758	7.70676349903757	4.52242695643044	6.35552891519919	6.16505723052755	4.80537581340434	8.98169351629193	6.70383235377689	7.08309277314277	4.48983405688888	5.6079619383058	5.45299285658168	8.16503700260826	7.80085927990382	7.7256122960828
SAMSN1	7.7536769696009	3.53311545453674	2.28665627867351	4.66304311086033	5.74275168850035	5.49011886350827	6.14440370061525	3.78915921105405	4.41057148626897	3.72520029257926	5.83612022565833	4.98646779693514	4.03633968793816	1.95260042100925	4.04932048007804	5.72389591056685	6.09340474323005	5.07725644366071	6.22246553974333	0.831770586411709	5.63371027382506	4.44876091102826	1.10075308838503	1.9728365176812	2.92290635997717
SCEL	2.50039247187787	2.56209367767252	5.16588414923567	2.98099493970641	2.68183246708851	2.49213730834636	2.50699895861321	2.9136987029299	2.65900767258946	2.50355716420404	2.88559768110748	2.49213730834636	2.49213730834636	2.66938619278954	2.62711146140952	3.6423625800722	2.49213730834636	2.49213730834636	2.49213730834636	2.49998347296867	2.55074686487658	2.51054058448766	3.99043810077249	3.8931285374406	2.63778577124749
MBOAT2	4.24721970958835	7.40651958345213	5.0438128393702	5.91183022981778	5.48856161345689	5.70915245028618	5.75610527624713	6.38130158117293	4.38334916826443	6.32707917888592	5.76321406605074	6.74913519239248	5.95249738431307	6.48992806177671	6.79845812143357	4.8779077423817	8.4093231357384	3.71321235256115	5.24809349001473	4.08609361727582	5.56815794579429	4.72090011236519	5.40775016114405	5.83900421140431	6.89473969979318
