symbol	TCGA-50-5068-01A	TCGA-53-7624-01A	TCGA-99-8033-01A	TCGA-D8-A3Z6-01A	TCGA-EW-A1OY-01A	TCGA-EW-A1P3-01A	TCGA-EW-A2FR-01A	TCGA-GM-A2DA-01A	TCGA-IN-8462-01A	TCGA-QK-A6IH-01A
KHDRBS3	6.47014498896397	3.2517303603525	4.04671089901995	6.00745510024381	7.2226453206987	5.17064768020389	7.76274773360928	6.28537347882103	2.97159001802263	2.9852177898525
CELF2	5.5115479554576	5.18650124478826	6.75058236293806	3.4517179976143	3.09303788367563	3.88850993841545	6.3687165039341	5.05875369466111	5.52732316392327	1.45828860121086
PLPP2	4.04367657478953	3.83393725551453	6.08048286050241	6.46398716650545	5.65634566155689	6.22431923163156	5.24307613741099	6.23605759227322	5.48177641920863	4.01951271586875
PTGR1	5.46157138682798	12.3297527510657	9.86519353587	7.33631261535706	5.79608568473179	5.20221634015507	5.9620947338975	5.38571828330752	5.67042566559792	8.13326947904522
PLPP3	3.95884339036388	6.30462296374747	5.40626035302778	5.55133039306416	3.52612871288322	3.69217345891314	6.31276489988969	4.56619171193801	4.54992932420951	0.546240338391592
STC2	1.26870597339333	4.40889315023494	2.78473472105077	3.53047252951888	6.72681097719191	8.97270131463802	4.29465697663023	5.94013027630879	1.67152166452172	2.66527408586611
GALNT11	4.72613656645845	4.5792294407507	4.00533601203881	5.18374409816396	5.65008279925292	5.70006923905092	6.79130906277939	4.77985821043423	3.30196541226785	3.1937804352416
CNKSR3	3.3548740528804	3.70532276541881	3.6252839537234	4.68185958353887	3.74637764651066	4.68555886069659	4.41982809343719	3.82737439509904	5.86713314432144	3.79888859951663
ENAH	3.51877878645729	6.14102400352102	6.43112425507474	7.03923812646209	5.62728219243101	6.62898225523948	8.07077981688228	6.18555246557511	3.13176283504636	4.50078955924576
ASPH	5.78884402935739	6.80768025456161	9.05141558712661	5.09523823104763	6.80256618909502	5.33138840502317	6.2876548332615	4.49164335545134	4.8640527361824	3.96558941769309
PARVA	2.19418154920248	3.8500462820678	4.55456129423884	5.12539852659319	4.18329140242645	4.76650695764777	7.55934435331662	5.2098041492588	4.45383158395376	2.68310952418169
SNAI2	2.06091109983347	5.71190867928273	4.04183039518934	5.43068248352679	2.89060748812821	5.24616887969024	7.81219976532968	5.64526718179302	3.70773930316079	8.15595149351094
FTH1	9.6565296661978	10.6694854295706	10.3735663038482	9.84282000940368	9.56600759397534	10.2534744843202	8.26058405968414	9.12458641399006	10.0572752474463	8.91575196641349
CLEC2D	4.36272855153013	2.8820640740656	4.88993380635693	3.22719520473318	2.66332095348893	4.65510724041174	4.32652749002102	5.74981795994787	1.2747682481078	2.07559119529066
SMARCA1	5.43095366834271	10.6490037518228	3.56911131265821	3.84117209730928	9.18156080754672	3.40715152926583	7.02368180782917	5.04980006741234	4.1743061532205	2.7234009625419
TIFA	6.62325023684264	4.48092468641946	5.14333283585192	6.23727910468372	5.41275645968525	5.38569923978947	4.14340194953508	4.32895534759921	3.11868949615132	2.29086335251627
TSPAN13	8.01321461744544	8.19511219703251	9.31784207163073	9.95249251232279	8.84557444755803	11.20905165218	7.80411196176151	8.99700238412609	7.77586994523497	5.4070698102462
OASL	4.13115652681941	5.59788651955611	3.78636794086116	3.77494634669946	4.51033891698422	4.57705271170548	3.36316555329294	3.5105647327674	5.94411576343496	5.91133637892417
DLK2	3.42636624822028	4.66975004927626	3.16055088622251	3.16724014479689	3.20472161049123	3.32914741069527	2.98011249756444	4.0997021010244	4.2687956252275	6.58739665462895
ULBP2	3.28812799459764	5.33228592041963	3.74402841011678	3.32261537811605	2.65807984613957	2.74354789289047	5.53070911344251	2.99525874957441	5.08836104978288	7.06363611523671
HES4	5.30371253468541	5.40339809007074	6.89443691575031	6.29909359127921	2.72500374405223	5.58604630346721	3.9214951022129	5.19144586105626	7.72603584045454	6.03891933210626
RASEF	3.3146100393031	5.18839696758436	4.21224259968144	6.5665552652232	5.13279235456963	3.40926534844786	4.76305345364124	3.96631856725554	5.23284027428431	2.20720247388565
DHX32	6.2406458595527	10.0464633243449	7.97642775557289	7.98466196409762	6.92746703852859	7.73139214916334	8.34974542389227	6.75910289265287	6.37832811623602	5.63557041487918
TRAF3IP3	4.95373195374667	2.9824339803773	4.09103945842402	2.9638416855226	2.40239094104161	3.24887188909598	3.74228673425843	4.34233229271749	2.0309163384229	2.58600801517214
FUCA2	5.06537534573437	8.65567457233792	6.80707352510173	6.34007033084055	7.7411435448926	6.05005603252785	7.32594342999587	6.42162762498906	6.01893786437831	4.15913175441386
LIMCH1	4.64199788915548	8.05080585671444	5.5365090800929	5.69349715605776	5.04275461494701	3.11416966013292	4.72161777311124	5.2069667517474	2.59463674386859	2.25132562470945
ZNF83	6.36997031730335	7.69622876292222	7.11627132735865	7.18079182897657	6.41428506527549	8.63233990962575	7.4135924142745	8.97845521605949	5.96305708536231	4.3167954900744
PROSER2	5.06937428228618	9.04985336066897	4.42756691865882	6.5322260002059	5.07320905981494	5.42677904643356	4.01444972944381	3.87677461631552	6.21139601318631	3.99107433239231
ATP1B1	9.27446694980428	7.40841621669149	11.2298952275989	8.50150764574098	5.51076903120433	9.81523821688705	5.46540106670654	6.52194404132289	8.98424679663914	5.8184421827828
FYN	4.85206174706765	9.06210532728279	5.88984327437257	5.37525307766835	4.82545507252974	5.3134079620161	7.2004823296148	7.00903512821031	6.59399924773403	3.82801762529429
DCBLD2	6.56576557247093	5.04645103873045	7.69889409188388	5.13377205055865	6.03941628868294	6.83179291316811	7.71687908356319	5.69348912432903	4.0967642851907	4.22870315713408
PALLD	5.5540611358322	5.15613236683818	6.61936350106887	7.64067501905066	6.81640525129651	7.65133902684382	10.7327934281705	8.04001658401582	7.62944134145313	4.43577923411288
DKK3	4.27665868769284	4.55446663842534	4.73359094689795	5.65072448135221	4.22552029334742	3.3369849599416	6.77513936913593	4.39556869317144	4.6005880561458	4.24802124877444
AHNAK2	1.75048179230682	6.62782464493368	7.82083831574222	6.79775030981857	2.88957914551023	3.07780144563689	6.13774406366624	3.5332019166485	7.02679029199891	7.7589696187703
MYB	1.44390187300791	1.83557262750165	3.50188374723893	6.95469829600195	6.77457740354499	7.21544196483937	4.89377025971922	6.32902749140332	2.44132355193838	1.03918905932229
CD276	2.7307675233663	6.70122605777109	5.32305291490251	5.8043726323657	6.00623502387056	4.67355321804376	6.63849243310374	5.32532162514983	2.718613117811	6.47717706903326
GRAP	3.69731179852278	1.58695349384638	4.26055162015113	4.58485112990214	3.13103806827298	3.33216521737684	4.26843215444538	4.56381221357022	2.56537602257041	3.61935490174679
MYO1G	3.69245453832275	3.99690476501072	5.32738161689424	2.99255072371911	3.03864000198194	2.59267767013145	2.89504853999936	3.93749323593177	2.48990640823359	7.00073224973428
SOX9	1.83552890960044	0.316081373056467	0.509420586813496	3.8914659313686	4.16685463349385	4.44612545561748	3.72462707220595	4.26265734660855	5.7151276888366	2.84142681481849
RNF130	8.09854253501203	6.64022524921911	5.71884430978326	7.27262904300431	7.5767306126956	7.30863857305555	7.5982409937655	6.37598524732085	4.43041877675829	3.70170418123324
POGLUT3	6.27756663537084	8.78888045696402	6.80714249388084	6.38864836587018	4.75719354142083	7.74694800032567	8.44051586468119	6.61009156536229	6.63345484333822	3.80767208862324
PLK2	4.48652653287112	2.27434025368725	5.21358470432855	7.73997863304163	3.06806762619681	7.02942179826525	6.57447041796112	5.02595525453978	4.04729740758753	4.92247316256328
SPARC	3.69132592839703	2.3825097849278	4.89131647417359	7.83173835906724	5.34142190744723	6.85208013991878	10.9013693765374	7.21728048884493	2.20754589096837	3.77202356675628
MYLK	4.49956156754607	3.18644383571049	4.17493308252736	5.84349326458228	4.4443862539938	5.39873869996103	7.03517908262495	5.43147025306731	7.57072458363401	0.508755786927068
GALNT3	5.47809435174677	6.67141371697163	8.05744637347303	5.34018005592561	5.43823218994569	1.91933583926718	5.63234397625886	3.46809443727886	8.20670590168837	4.26360830237146
EAF2	8.69841656647313	6.27815208479248	5.35324861645954	5.47681425071219	4.81849985848657	5.39369945397461	8.31740580163886	7.26706172128912	5.87337739396605	4.06338885619955
MYO1C	2.83403702231896	6.42340192632625	5.45654569738629	7.75022611768618	4.68928753276705	5.72754672926545	6.76766235995061	5.00917360204757	5.18736060432601	4.13375683530482
NCKAP1	6.92326900508024	10.505318547897	9.71788784733793	7.49829507497722	8.27446038114845	7.76082225844751	9.72749638784116	6.58232818358327	8.62593675105704	5.97736674342935
SPINT1	3.19402577018901	5.77210477840812	5.60600415266858	5.36902180684833	5.04315208785807	4.08404931191578	4.17451193075841	3.24891197023875	4.59839245212767	5.24268960630639
MYO6	3.48018045759796	6.7173448404401	5.26906640473559	6.76068322149849	5.63996987456178	7.38975151586282	7.3735214343872	5.91438161189305	6.22537109199211	2.98473470468906
SPR	6.23541501551517	6.70363582041802	6.23626322024941	8.02580445616511	6.82448145265842	7.82336595002612	6.47723296811322	6.81163110295508	5.0477006091161	6.1877482261218
DOCK11	6.61655644622496	5.62618624757918	6.36906542766281	5.20678086607165	5.07277278410868	5.88913034710595	8.76686640146321	6.31503010218984	5.74046288827785	4.43759238466733
AXL	4.58916591227826	3.95367768783265	4.85693852875423	5.34298658139241	4.36655388608015	4.53758108802695	7.40135490433911	5.54954076146816	5.87653989540857	2.67071606455081
ADAM9	6.71797301754772	9.45828440335537	8.42017082757993	5.94483089137581	6.45919376926746	4.6297960800448	9.24483124718169	5.34289505996709	8.28887501343315	6.05605160898472
BEX1	4.73347206809314	5.42692997360242	3.75654437231674	3.99243285282706	13.4691012146468	4.2950363136953	4.9323821838417	4.41657045757178	5.55398359566328	3.58100163406669
PXDC1	3.58596526840505	5.98684863735359	4.66450762236647	5.46051133548785	2.91358418075444	4.60852512606341	5.69138380067138	5.68856376597155	5.92393835889	5.36127563218266
STARD10	6.22136549320252	4.98167912705168	5.65741801589046	7.53995633998428	5.85582088551607	8.50685548864818	7.10593404102826	7.07569775293875	6.65657344913789	5.66112863770768
GAS6	3.12233704464355	5.01084538354292	4.77821232033968	6.03493550382698	4.71658477822614	5.25987676669267	6.26673767319794	4.48501864862305	4.27827580073208	4.80041838748725
SUSD3	4.37011204593152	2.61303480837854	2.63650274319781	7.33607252676883	8.78472361460848	6.29629524526602	2.25366762047398	7.7497477041688	3.13210335926181	1.33095004567593
GATA6	4.80480370813183	3.73928928348142	4.25218882602504	3.13095752404235	2.31039179527327	4.43196803395485	3.81675650726781	3.23093534512097	8.26366252807863	2.28445711547556
C19orf33	8.00244578102627	8.48368035541225	8.89063889814473	6.0362633890004	4.89699357378835	3.17087516312608	7.84589040084208	3.76559426308073	8.45126629375607	8.6220823015179
GBP1	4.67251829741456	6.59112796893384	6.15484678305636	2.56871962726178	2.86736418084075	3.531695266514	5.04930912596973	4.32505299538939	3.81150446821543	2.48656955481068
GBP3	6.22334465998913	6.96379874339871	6.10700068305688	6.04086138665721	4.96328662762821	6.11169919860553	5.91650800012549	5.47232611625059	4.86561385345215	1.51367002564917
SEC11C	11.1023204549934	6.98357701187593	8.72375864072199	7.57020007244459	10.3088516479785	7.96024763196215	8.46114197521988	6.85047675780032	6.20471864702443	6.65157605900277
NCF4	6.99764011191311	4.24162763970192	5.29857411842641	3.43106225972937	2.96385051499119	3.58829474114852	4.42390806799096	4.65598125392674	2.3335715907722	1.65937195974925
GPRC5C	5.07591435028191	2.75714958138109	4.71879599814633	5.995506288945	5.15527538514436	5.59355905229155	5.52261361648562	3.36864546651133	2.99577037957585	3.69441671075543
CCND1	4.56763625742654	5.37918141115896	8.72909014614182	7.37395666043445	4.73358639201032	8.73761200752903	6.8432765427443	5.03121110456047	6.33152190927271	6.08116376005133
NRROS	3.08647014623656	3.95351448457366	3.36511142245669	4.02357299196355	3.20187689655501	3.83348274244336	4.09127601662254	3.95173967129732	2.63951375349333	1.0666629713031
SIX4	5.32111328977689	5.3870341641122	5.98354233774973	7.44765535731085	6.58215868082744	7.28484373331376	5.60604269381827	6.0763073402001	3.66931239885622	3.21574050304147
SAMSN1	7.32449810612348	4.13777854908506	5.59484077454743	3.19221526742326	3.06767303878142	3.95738428951035	4.69965497360054	5.96605447978951	3.05263793187087	1.01203923408226
SCEL	4.14591492294883	4.38831170978419	6.47199926076406	2.49213730834636	2.49213730834636	2.49213730834636	2.64297366379027	2.55493235326871	7.30514368096058	4.59038834349998
MBOAT2	5.27283134390584	4.32652364160584	7.6708512600615	9.05236794625559	6.19771521495544	6.15363747817696	7.82645123646068	6.28442563852838	6.69180598885981	6.04358940431528
TNFRSF21	4.61712182973684	6.33843392462125	7.76745060291064	5.31963776049492	4.10023497444005	4.97624557792369	6.12465909048986	2.24738313552812	6.87376954901069	6.24553573968693
GLCCI1	6.928766188903	9.18116647013944	6.24702843931183	7.53029493400308	7.78377418954417	8.28045797474886	6.27629484768142	7.66805409107557	5.44990848049109	3.54323058429839
TMBIM1	7.03694962889089	7.77728951660792	7.34149185609889	5.35931104483695	5.27032535139476	5.22096516464798	6.14704236228736	4.88875846019507	7.46189870377924	7.95138908210931
NMU	6.43154367699923	7.26814985402784	3.96792550569971	2.06157888266257	4.85662785340135	3.525667014321	4.3386721091334	2.06157888266257	8.05483716465389	6.42692102162518
BLM	6.07229930394996	9.38958321242372	7.65899075896321	6.0097895485987	7.31344276210788	7.43704738655732	7.35341773428293	7.81533517786396	6.16332273432854	6.96098401124199
BLVRA	8.86766770735857	6.18760054727979	9.00712699677034	10.0239188526866	7.29231313540619	9.81101798143018	8.37353502650302	9.12302965898355	6.44647667094693	8.76835975844532
BLVRB	8.73157213252822	9.75641607935185	9.16154816852197	9.71533241575062	7.81046114324227	9.18594870586969	8.51513581871908	8.32984869978488	7.71864768177396	7.35753338639285
BNC1	2.48487283254365	2.96273006803452	2.50153172975498	2.59472466717188	2.51773910056019	2.46693592662053	2.52295009850046	2.58840746148602	4.64787035129463	6.13857329201477
TUBB6	5.38818552220622	7.92077483731591	8.06383120055802	5.87710897936113	6.33520525650618	6.42397513165925	9.44336725951868	7.38616537268524	7.78112606855234	10.6534415072552
BMP4	5.98733225905027	2.13300506550091	2.75255421852397	3.9232853430368	7.5348363626618	5.34289408672776	4.24498075159218	5.46410149457278	7.44073262822206	1.23782481424851
RFTN1	5.81309227143	3.25085395437625	4.75781794975787	5.03905841915415	4.67382078160127	5.08896854997948	7.34176310923246	5.8343247880062	4.99864400623735	5.58994221404691
ASAP2	2.71234245824418	10.2216054419308	6.83619777025564	5.74013022560201	5.53047818229182	5.14369911963765	6.87278209656634	6.25000662366833	8.0170577634063	3.92992851475309
SRPX2	2.95231837037908	1.92725428483516	3.39432985126959	4.51921276162742	3.13556173465385	4.13520679024889	7.22188603506454	4.19068897661769	3.56217746012198	3.27752912976661
SULF2	1.4985753243569	-0.32830215026533	2.69362025951742	6.24524708623212	5.04247742753394	8.08052556805572	7.8912779896247	7.02513330054218	3.81655776658801	6.89180936819118
GJB5	2.26747047623232	4.51650183089039	3.24814588484099	2.93070976432733	2.4194536008504	2.31793650704966	3.88731507779612	2.14986594238343	4.67839163366798	6.00366979587539
CYFIP1	6.26919686212292	8.27692466579546	8.58339097556526	7.74776378115004	8.08017929623619	7.47022995706546	8.47559755964258	6.58021332356155	5.53253771437634	7.08870146345839
FOXL2	2.90939912547794	6.41173214281623	2.90939912547794	2.98533553622966	2.93093356786639	2.90939912547794	3.02518967663238	2.94678167963202	2.99815937820785	4.27987202118454
GNG12	7.10106508030314	6.81840759964666	5.57992366462724	5.70514722394665	5.95628915714251	6.46713289191111	7.27615090795362	6.60130237587999	7.79270998968452	5.46628733944722
BAIAP2L1	3.9472332644871	6.53930056741822	7.67570569251462	6.14424758037777	4.97798968978135	4.86559735491972	5.12991649643782	4.01399439620082	7.24875051832675	5.07878095598614
IER3	5.7032741975902	6.23987977078103	8.67489638911949	8.33028116288319	8.15955774377378	9.8465629827793	7.32553800929316	7.17380482565627	11.7548226697619	7.24031722611821
NFIB	4.05929573752013	2.58419083207402	4.95199008335818	4.13565799647075	5.02143665562021	5.13452218684694	5.30598729455632	5.46868108632593	6.95436926427253	2.04737496225863
SQSTM1	7.79150104076305	9.06935927794573	10.0269673319117	9.13307728730008	9.32808029271444	9.12999217321597	7.95244684805733	7.95205852754966	7.60773756334269	6.71923609779499
KLF5	5.45921819754997	8.06625104397691	7.10685386922092	2.55724027523676	2.26231880024589	2.27730333257564	2.66129635239615	3.77483217184244	8.12441338702242	7.0645269745092
GLI3	1.60796352410936	2.51652797986269	2.45167177930738	4.98497403917618	5.13147805411586	6.40226445913781	6.06587618440177	4.30925631972248	3.2394440128076	4.87062991418081
BTK	7.82315821095725	3.54313508440063	3.51279192337352	3.33930771389002	2.82251845558925	4.32970140246647	3.99922342036606	4.84296285923176	1.3979113184393	1.19250887785037
SVIL	4.33859760260402	4.8005005974762	4.10318166964556	6.54519319084186	4.53500070205405	5.64744152174789	7.13930993649782	4.77727819258264	6.69608673196106	3.34655697121212
SYK	5.69436979496163	6.77569777750975	6.01894109389965	2.91403970335806	5.14731058897685	3.52354479535258	4.63904237956958	2.66982978683884	5.4840793706956	5.17222333885744
TSPO	8.84842402858608	6.30877854937614	7.72428667994172	9.35641196307231	8.23695830204163	6.64768777546343	8.35045879599394	6.97436011192825	9.26425217505809	10.4756682216335
P2RY10	4.84174467604585	2.9445075828058	3.37753475067869	2.32565164348528	2.37722309137599	2.33515015931949	3.45260905330067	4.56401784513741	2.66508154605819	1.70765641836139
TMEM131L	4.41320058748337	4.60406280377978	5.73477384305419	6.91281777621531	5.92239213323484	5.29728559550618	7.22926211036507	6.62150459542256	5.63446124198539	4.78630338361344
C1R	5.2523688300683	5.31657354400025	7.20288178382661	4.60815633800954	3.57961193925782	4.84102276638145	7.08092676344611	5.29382643830872	5.78974187395406	5.08934087641049
C1S	5.31273466160256	6.81045913793144	7.75869037337654	4.16856993167838	3.17132042777926	4.18933230241005	7.26310998175017	5.18765347481413	4.04534619145743	3.94756947844922
C3	6.52811736114984	2.91500699480905	7.51584964283453	3.7895165343523	4.35505448648521	4.69012993942882	4.02820419151059	5.48430967584437	3.73572408666635	1.01560189451526
GNA11	4.28774951600058	6.47584448012995	6.83792422031348	7.69494611181447	7.12263154712994	5.52348962044021	7.51877377322349	4.91217244049884	8.04605775539317	4.93936373738751
POPDC3	3.45531694143401	6.60087275415089	8.58184778315873	3.10002520602799	3.18506955589064	3.20344074608139	3.80277979359804	3.1699471224025	3.0696526588794	7.30008131078819
SGCE	8.76633574928561	5.86481411761785	4.93428997344143	6.02717440060751	7.83315340952693	9.1095274139405	8.47673647802954	7.79271665504883	6.20227552388544	2.67762694510573
GNAI1	6.32812510785614	5.90004377920708	7.55503671180056	4.66653021123741	3.18515727575984	3.83374997928526	5.383556443205	4.357651281715	5.56986949732464	8.14126233965035
CKAP4	3.37999960556068	8.0635212426702	8.68888646505568	8.83351221114296	7.27345583955035	6.9941377924626	10.3468082724615	6.32008608351187	6.9574177446476	10.1576952002356
TAF4B	3.89957414321149	3.85177079688922	3.7626263615458	2.68585944018757	4.80896611538219	2.50267886839881	4.0536127815972	4.26496561439429	5.23155534772436	2.92666859984098
TAGLN	4.18141892878909	2.21130862588744	4.32465442939762	5.21551833998692	3.87696993784984	4.88291597351537	6.92768314516934	5.53014198426903	5.54618100567278	2.65668625230197
TAF5	5.39500475729731	8.56134169129037	6.54999533272132	6.32497768104853	6.82774847377567	5.95068001541272	6.81261490889519	6.11496796281732	5.64858144585727	5.72488221335614
NME3	7.73729774241229	6.63968347949813	8.28484992886747	9.21774866246269	7.28373657177256	8.59580456701124	6.76056595095026	8.82283423303505	6.25790601005648	7.77963769995734
FERMT2	5.13960883191498	8.05403298607286	5.75689147127442	5.54622593713004	5.49524490688067	5.78824343252919	8.19873968492723	5.67074009638281	6.24463544297584	1.10892758680115
BEX2	5.51294593371343	6.39067176631489	3.32783545754938	4.10435643741702	6.45164112573708	7.98752400118998	4.84405815840263	3.46554327215152	1.7243703277587	0.280945728505094
RTL8C	6.96760555552887	9.47713999635019	6.63632607931975	7.71214603218009	7.89387574620883	7.5668457459447	9.01694736629446	8.47444437975771	8.43727781234536	9.74410860402431
RAB32	9.29714793961064	5.35717554756772	5.48248041866475	4.24723941704594	6.51748361435589	5.19591220440916	7.18202430606905	3.8128255496698	4.70413943841507	7.44618933091173
CAMSAP2	4.91433578993741	7.05400870196047	6.28329084240348	5.38078674880194	6.04776192350865	5.09375763559786	6.83909089251982	5.3721136975034	5.09211359268135	4.130709645395
NQO2	5.77937394470914	8.41723401430959	7.78512030017839	6.59391455230593	6.87759075558229	8.21307096840064	7.68796120871785	8.38343140522921	6.50190067730142	9.16398652136489
NLRC3	3.48974908432401	3.15077389200591	5.57733256551571	3.47253006910076	2.81528385149204	3.46117406546217	4.20511525524059	5.20468863175884	3.25593489324227	1.8941882679494
WWC1	3.64352919699509	8.0671300153222	5.92256672201555	4.79295855917121	5.27997323236915	4.60571824336071	5.34357114477271	4.6565324080415	4.93487657118258	3.33596668187433
ADGRA3	4.13805628937918	6.02756067645524	6.3131009575358	5.99697658509346	5.83976051722727	3.73720617024521	6.89619395542402	5.77643146682883	4.24899229874362	5.60086526466857
SLC27A2	4.890379763318	6.91768861389049	8.25651846074017	3.6875097788619	7.7953044383141	8.38760818783592	3.96672172277847	5.64101157766903	5.40773603867856	2.83758357429485
SFN	6.14865227043682	5.86114329521696	8.10358776800856	5.30094162449098	4.08987189289947	5.33588997121124	4.36708302989686	3.90976198342717	8.44447909546455	11.5186115764218
KDELR3	6.60720655219235	6.5420378569824	7.71559344648722	6.88155592937293	3.91149061252888	6.82484609502799	7.59939367380473	6.00187028504651	7.74230227948715	3.01406157699114
DDR1	2.80947210127606	6.75022127338398	5.33808768444192	6.44988802060807	6.42104468546268	6.28056499596613	5.99171805873628	4.64446774357558	5.81704406182087	5.13458421052674
TCF4	5.01317857072541	4.40533802987273	5.40963267869701	6.95915226420036	5.53076523931701	6.40465672872113	10.3302597046305	7.72340765946981	6.28712251076509	3.81874606928654
P4HA2	3.86857102219455	7.02046107075308	7.94272290149816	6.92460281161583	6.95605947580632	7.30620512748041	9.32097541493415	5.43782752041012	4.38019748765686	8.10676858081823
TCF3	4.47890078225169	5.41507035070456	6.77887835652506	6.59624408484587	6.08425421941274	6.64833404940674	7.09253698227605	6.04265627078105	5.51460180521031	6.84516069682401
RAB31	6.68931112071844	7.7407500341551	7.51062051394891	5.72553504075473	10.588692833982	7.24488819161992	10.1276600930471	5.54773019872743	5.02454292385182	5.85074233079974
ZEB1	4.55388607693731	3.53295705827212	5.10077803054768	6.43106115170533	4.87976032650988	6.01207736228376	8.63742626023942	7.0420181623063	6.28897591294261	2.45767765784899
TRIM2	8.96633979584681	3.81562049994972	6.43562315650629	4.59284449118629	4.18652896568721	4.24803310688223	5.74830248880761	4.553858441835	7.48817571921212	2.78852850421265
RAB17	5.65220800697483	5.82582212812235	5.58804932250366	6.39920233418325	5.73290957908411	5.79160615764762	6.07898159396609	6.13681358237435	4.0602318092304	1.48809653268701
CALD1	3.25889284366635	5.58975347237661	4.27475713443686	5.7515175817649	3.74578910579336	5.34969233995731	9.2317092784889	6.08070543802155	6.46506202401573	3.86264092896595
PIM2	5.60180385185706	4.81992335725658	4.72309338720188	2.92062656775707	4.63602418362845	3.69171393228301	3.59301549655414	4.14209828800962	3.43788906033193	1.45313176670872
GAS2L3	5.51423167442974	8.60543661242556	5.9956022966384	4.82534868596435	6.0746322669899	5.58541508663327	6.49247317014716	5.20042492363138	7.98578586774537	3.9930010354939
NT5E	5.66635198908608	6.40653750210399	5.56283767678448	3.3241042438328	3.70035737989257	3.20261852346514	7.31973731774668	3.86592068125347	6.01413043802415	4.6101164997577
CAPG	6.20474829532358	7.50623002946466	5.6326142571648	5.81509778993799	3.95270607161421	6.0847895177741	7.59053052299812	4.17670362556048	4.34585756276522	6.62813425704661
CAPN2	6.22476676569613	8.55996567000309	8.47532865150801	9.20226120545955	6.10662843641325	6.78897966832455	8.03129623648197	6.25891406020533	6.1850725460758	5.63180630730522
CNTRL	4.37731707738208	7.51323730989597	6.39118213674879	6.56875314580329	5.44876851584163	6.52931932680616	6.23599504503144	6.71642139553496	6.13728835742489	4.37557812930615
GPX2	3.42603314508644	6.3514457663118	10.9935059172264	5.33059041522878	3.41007485307079	2.83735136003926	4.14494379995339	2.78631001401851	9.84103970342435	5.14650668714734
CLIC3	4.40027630957478	5.67152861204122	4.35729478435623	3.64935985591629	1.14652839755458	4.03661462218726	4.61600348753371	1.90635839904665	6.9496044671078	5.70194276367569
CAST	6.34173989337522	10.0346862736259	7.96891383075673	7.5757217140363	6.69332631466157	7.40080162830717	8.67601966362389	7.27628147797087	8.50332445124568	6.43336132402282
CASP1	7.58697473807355	5.60720074429136	6.95987661974173	5.21706504433556	3.46216032318754	4.59300839035845	4.03314390502983	4.40176623076665	4.24368493417235	6.07995072612024
AKNA	3.13189074267975	5.06493638286767	4.97172990136444	4.1528239634745	3.74224053811531	3.88194076946781	4.93413150787591	5.39376517880925	4.85404847101061	2.14218522015183
NFKBIZ	7.22051647098941	5.65556359695588	8.44993963774508	11.0588783001861	3.81437151712423	8.21029450248546	6.16016046138845	8.4718218694251	8.14518162154822	4.45988727119856
FCRLA	7.26422492439837	4.14320993053876	3.65573431277172	2.81513524054809	2.94061117365022	3.11566753283923	3.25348127908675	4.20230776971928	2.94497237974495	2.36067427211523
ODC1	9.64255610301675	11.7934072128275	10.4550830139871	7.74806696771566	9.62530791232652	8.58517671503913	9.30411149979859	8.73402353848374	11.3697673521054	11.5733400431083
CAV2	8.73575802110021	8.13795540992631	9.48539427250188	4.47295651195595	3.43982300773533	5.14706141260841	7.03001842916065	6.49127396601792	8.28100753599006	9.15556012763504
PRSS23	4.73986605957522	5.90938464198287	6.85618550466673	7.5965842122433	6.64455113377276	9.0368621892713	9.50402559033897	5.82320396439882	2.8032005517437	6.45329454951742
GPRC5A	4.94755267877655	6.42016524924127	7.95523512257056	5.53100056731267	4.8874636927892	4.01421899751531	4.83169790337567	4.96626360393533	6.45125103349271	4.39945573649253
TEAD4	3.25741938121632	8.79055780960329	6.59554109907369	5.31756704539668	4.70072153877134	5.79875248540039	5.85226441726736	5.85741327901742	5.12931175836674	7.30794537513214
MAP7	2.58346910355083	5.76371702961423	4.76515590096962	5.74385190880487	4.30468501589887	5.11052235939118	4.992685016973	5.00817763699231	4.84487574669389	3.77926018620499
CBFA2T3	2.23054126932799	2.05767617056831	2.53275058048616	5.32572115344077	2.04476236082424	3.43413218791109	3.95884415914924	4.71916801400216	3.27143435317513	2.62436860101083
RUNX3	3.34585976895348	3.590656551732	4.89318052452993	4.09815568844623	2.92371102224988	2.70503037115962	3.90621959112523	4.7077843344044	3.57589429161865	3.4816893522202
PAPSS2	4.68371764884323	6.5278010337898	6.00912155832777	2.76223642498963	4.8141220947886	7.25251046498834	6.02454170967466	2.9865933711853	3.30273927727949	1.54324625192814
SERPINH1	6.35899183269436	7.25010088837842	10.9062254882446	7.41940751822495	5.91812799576673	6.66750934325092	9.75028952080932	7.48079913468167	5.01631759990743	6.42088927285618
CXCL2	8.59411403872137	6.00273991657557	9.73796427386767	2.56769169673673	3.02878077980781	4.14624605070321	3.26712961999761	6.49779260066151	5.54518491945235	5.81026788779667
CXCL1	8.41468630498352	4.5521734131647	9.05974331287051	2.3017814023375	2.49514987677062	2.93750605839665	2.35009679003078	3.53465196495435	6.2926859201378	8.55949235653119
CBR1	8.4414372454286	8.4172617464642	10.4893186047781	5.98937832951055	8.35670764656795	6.36251420462194	6.03719307773291	6.34811217045326	6.58683571206186	7.74780304472292
