symbol	TCGA-3A-A9IX-01A	TCGA-F2-6879-01A	TCGA-F2-6880-01A	TCGA-F2-A44G-01A	TCGA-F2-A44H-01A	TCGA-FB-A78T-01A	TCGA-FB-AAPY-01A	TCGA-FB-AAQ6-01A	TCGA-H8-A6C1-01A	TCGA-HZ-7924-01A	TCGA-HZ-A49H-01A	TCGA-HZ-A77P-01A	TCGA-IB-7652-01A	TCGA-IB-7885-01A	TCGA-IB-8127-01A	TCGA-IB-A5SS-01A	TCGA-IB-A6UF-01A	TCGA-LB-A8F3-01A	TCGA-Q3-A5QY-01A	TCGA-S4-A8RM-01A
MAP1B	7.84431104605895	5.73647874327274	3.28521760399175	4.84405142278597	5.11716280609424	5.27555877966338	5.54411051252271	5.17227065428942	5.79291015075045	6.93018241966076	6.94964969225091	7.816914158253	8.1519301369142	6.36322239821131	6.87004974251759	7.8362923029778	7.48706214157896	4.30885416512601	6.45784204301239	5.49555082874113
MATN2	5.70705671551316	4.67666168680772	1.98000407736055	2.11872640639852	2.2880559641579	4.44405916165092	4.94546847364794	3.65377841759497	3.99801053687406	8.10883767449411	5.0830096172777	6.83288762992941	5.59423665771121	4.42392542057031	4.82061996477714	4.04563906070483	2.90815740617549	1.88964551368063	3.89617417006585	6.89602163278473
LAPTM4B	9.80536739492098	10.9339939561575	3.68009451507293	6.99271706484224	8.24536887158904	7.956068823873	8.23219438368999	9.56265026298656	9.01351923501303	10.661281841412	8.40804629059862	8.6436010645279	9.31125629600724	8.81094861611815	10.3070111789062	8.88142361554864	10.3167196819331	10.7477016432122	4.671445221557	9.04940239315724
S100A14	4.81813118098836	7.42608007934336	0.512965765532732	7.67206328568447	4.24629116007631	4.52916364440276	6.49181530601326	8.33048387444742	4.72367485890448	7.00524801654965	3.60299932408624	4.73444003408597	4.71674538124729	6.52266747744056	6.20008083967301	4.401896016713	6.60896992214044	8.54358025153543	3.4523047766966	7.02306119918177
TBC1D2	5.87944455261631	6.02288561483284	0.280427498768163	6.86625547376577	5.43951745381943	5.62405626996139	5.83912613488951	5.3505988725116	4.57943166806391	5.66981732633823	3.28850715952708	6.11606830105818	7.59507745100113	7.95501440878356	8.30920541344139	8.98904521307257	7.86907847718128	3.07263184034189	5.49175049598318	5.52789990445221
CEP15	6.84368237898026	8.0501056196924	3.03481936356423	5.67399486886028	4.43641933270021	5.67989082404771	5.655044128166	6.46498575155068	6.08345523766615	5.35938614498167	7.70258563833146	7.34705978531612	6.77877280969575	7.31568067191051	7.57695547138778	7.48122937154897	7.07658046468262	4.68597427180117	4.87598852685634	6.97269499835162
MECOM	4.81421371537818	7.80406906525445	3.35310883196131	6.38788853003999	4.6357463195949	6.95402878330101	5.06938584876453	6.33155465320999	7.12850192698359	7.42315739271457	5.7417806746869	5.70737980821578	5.81544372599893	5.42187841854995	5.82801180385858	4.86922254859439	3.97909286322983	3.11162383672837	2.52885518105784	8.47360875528764
EVI2B	5.86711841340727	4.98114293660871	0.900354029341166	4.10788293944251	4.75900256933908	4.35003229705261	4.98899454281102	2.4426172570837	4.4371194017372	5.88071518846056	4.86979017934225	4.28401636399788	6.35357854490245	5.61407637918503	6.45204910730153	4.90978938200208	3.35872615147405	1.73026340120868	7.86638548633011	4.35180521017802
GOLM1	6.66749314425935	8.65078020668528	3.25758188737613	6.32701142836599	5.23461262651402	8.44100312574998	7.28236857162066	7.06436341328487	7.85616608245674	10.3562809146778	8.30886312060888	6.57742880315103	8.28420744291973	8.08906571646191	7.59799775713401	7.65870124113264	7.08486729518743	5.85909229393826	4.5960100256631	8.61299096431118
RCSD1	4.78550583309327	3.01736190579729	1.09456985524332	2.61103024628604	3.30653657439589	2.70374960573561	4.22305225559345	2.60565759659649	3.88032383820482	4.8524928305602	4.25368431847091	4.21936822170031	4.66912455931701	4.12270079601124	4.06378311233304	3.00764578534429	2.42929081922046	2.2689435119033	7.26302983786168	3.35743924701069
EXT1	7.11850363001349	8.56967378518984	2.33459977068347	6.53422854361221	5.70042549154466	5.73335585653212	6.43077505004102	6.13819665629721	6.76603411050347	7.94753404357298	5.72392865671565	6.43209134265186	7.52900916947824	8.06658814763896	7.50364945132127	8.22633437385023	6.69841741293957	5.3122560218173	4.6844814476354	7.2142715204051
ACTN1	7.2990330858562	7.93784669217702	1.74776873622738	7.92382909122643	7.50982810785509	6.61086681134243	6.43800505274826	6.9812664159374	6.92837458181552	7.48371149323955	5.90179853904994	10.3394060343988	8.76443651691902	9.08678415649735	8.41268808818338	9.41986361379119	7.09006782444821	6.46834946679049	6.50645691692612	6.33699191007426
MND1	5.49635731110556	8.00195124405796	3.57865893326625	6.69850650755515	5.97717020529573	6.67598141655391	5.69237279689039	6.3390156753574	10.6373174968838	7.27661324405663	5.5678329765667	6.28519071135721	6.22808386266275	7.11201408926573	6.67163201760825	7.29817593668766	7.41350988950987	5.67541293850235	6.60576585626491	6.70917479186296
DENND2D	6.50532433587566	6.7077261392203	0.982538828813635	6.0201636407359	3.98349080037856	6.00499691658658	6.79951397796661	5.39989441469126	6.07941063921073	7.37095858947552	4.93443828687428	4.83694370926888	6.65875755094998	6.83363476904308	6.4977300079946	4.84910364975999	5.70727597990859	3.48305338438915	8.31133489903665	5.52016155863378
RRAS	6.10267917455944	8.22815044008722	1.42551135253756	7.82282727751507	6.29955785727375	7.49209964663472	8.30034063206809	7.52898034792418	7.61532347229059	6.02230980931568	6.30044529786267	8.47740241967223	6.3699781984064	7.67957318358292	7.74408704464272	7.60653287615288	9.12105046228023	5.94908619906063	6.97804926155359	7.55423199390916
MDK	6.65612946467263	8.92507003424122	0.565063095039584	5.49037168612579	5.68619258841774	8.97753667698668	8.02294723402431	7.9196056141578	6.01874539546419	5.82298449240423	6.20441214761778	7.43042284579872	6.01198887751693	7.81157441584776	8.63406468250614	8.11332864657863	10.2807983589607	6.91665088408458	6.99349273647568	8.34774240611437
TM6SF1	4.2425251009587	3.10606485854863	0.458180575238666	3.52065203993269	4.16069954067073	3.17890885367376	3.67451390345551	2.58212878246673	3.68973892163215	3.57416153683427	4.36056453057588	4.20143203761456	5.50734001724714	4.14848868125852	4.84643224299252	3.57543846463906	2.46491316684443	2.25411297814918	4.10119439818986	4.073580194977
