symbol	TCGA-3A-A9IC	TCGA-D7-A748	TCGA-HZ-A49I	TCGA-IB-7888	TCGA-OE-A75W	TCGA-VQ-A8DU	TCGA-VQ-A8DZ	TCGA-VQ-AA6F	TCGA-VQ-AA6G
LRRC8C	4.54858491493474	5.64326673703927	5.26044595221907	6.02792648562056	3.40740370552438	5.17345973919041	4.5580917287106	5.40524030928511	5.71850301247198
FLI1	3.59103356379604	4.13985843079943	4.32809651455173	5.53300316721976	2.86774504247363	2.98384027864926	3.30402410910472	4.21318189801245	3.16229439829972
TPST1	6.39889531556161	6.20299662197166	6.66812735205579	7.27687685591712	6.01601896638173	6.19055781642088	5.58963588993721	6.10317282726523	5.38336277305373
FLNC	7.27096419120769	5.11012658143471	4.79546534594869	5.00890671366429	4.25565643973211	4.87664911635548	5.88426139262199	4.30214945770058	4.5527131507832
SEMA3C	3.34580255986169	6.03241576012279	5.19122500881049	6.29900137628357	2.58302685032732	4.23305014635712	3.49478938184715	5.63361637332102	6.2513761898911
LIMA1	7.74315581403997	8.28390553129196	8.46576761812503	9.40285020288959	7.86648685569122	6.96366673898868	7.99829454851505	9.95381104437464	10.8402203714926
SHROOM3	4.21194669132027	3.45035027067006	5.26698873425603	5.00296805567588	4.02987403020962	4.37134521220462	4.4510814094739	6.87662956091908	8.00365878583325
ATF5	7.02311426318668	6.06249258520036	5.20715124306923	5.75446510401022	6.62568647863725	3.97507306018671	5.80608118056303	5.8903991640879	3.38355558326113
ITPRIPL2	7.39225889742247	5.8904093315581	6.31261988566549	7.02385161484738	5.24717992491428	4.36471213933236	6.50566961185813	7.16627350517622	6.6020100789415
FN1	10.9686402434446	9.05047405575628	7.74036624157369	8.62487791584284	6.9730778255539	6.71227546846787	4.97865497868866	5.0332232157012	4.61324175017539
PHLDA1	8.15778055316614	6.35512260114135	8.22004373023826	6.59851010251535	7.11464948330483	5.50684787438348	5.73838374682767	7.14668834059184	7.84585914075475
BATF	5.29715142364233	5.43646680038308	7.03621419774197	5.20843215911345	7.76166918868377	4.35912802965014	6.57706990672215	3.68654985884842	4.58816181522478
EMB	3.24669403412315	4.73031197366135	4.71484820761164	5.74269194845378	3.53406012787691	4.82686612933495	2.71985527701252	5.9423927164653	5.44398497536005
GPX8	7.63881189174444	7.01799754451835	7.40169002964993	8.6720225384741	6.4952670940165	5.59846869565019	4.74658330699924	5.63551911528729	4.9621769198466
SGK1	6.67023328369342	7.51990600847743	6.79469517390212	7.29082241148465	5.67285899389648	5.90931583787644	6.51911421114294	7.12337918736706	6.88472447006454
VASN	8.53482518455484	5.51281812038082	7.59898551235135	4.65064973578181	5.79101459357356	4.52142357325097	5.13287547352024	4.69765277673933	4.02466428971189
ANXA2	9.94620650966096	8.41371649883547	10.9581030133936	9.14558450085302	10.8806505051773	6.7472334043559	9.13397228972899	8.54126308070292	10.8279114338995
FOS	7.11223026547027	6.51030434588962	8.92955962715209	7.60375171409281	6.87220363707121	3.29807068046652	3.22389521185496	7.19542530275277	6.69498807285202
ANXA3	6.50819244973907	5.16271104566656	8.35751001249855	6.50471496355791	7.8270858793379	6.27076888200403	6.22490331773225	6.7753149154287	9.85666692211204
ANXA4	8.60563031401015	7.95516325953976	9.92054658872621	8.35102078664926	8.91266979355285	6.86726966724172	9.41003885833806	10.0234369952975	10.6707381275543
RHOBTB3	7.52706023764925	7.28405112992658	5.65423191673535	7.66985376193576	5.09423480824453	7.41591891558572	7.74624654206274	4.76468043216078	5.57116352087776
SLC43A1	3.70733446719904	3.28962521709185	2.92860046866583	4.19184638821167	4.23943193051882	4.28275191331731	6.30242544581978	3.48360993925101	3.34314266331133
ANXA1	12.2935019064754	10.9692396628699	13.2391677708531	10.979109417119	10.4917687584617	6.52625540423745	8.68638899719029	8.14695298606647	13.5100946849642
AGR2	3.94224981674374	4.84954260642083	5.12933208260453	5.33947413551966	4.25263334205914	4.90993023283772	5.81191322217311	6.98666420930262	7.36771926753099
ANXA5	11.3082796373051	11.9269835043109	12.6882622165766	11.7402184747586	9.63266779904435	11.8260785916995	10.2378280444572	9.35111262736479	11.4283035101066
HTATIP2	7.38434823300685	5.34710029855779	7.66593509471885	7.36467841834859	8.37385662831077	7.06083495181836	7.37737737273886	8.86292115837865	8.57290239531679
ANXA6	9.02583772434153	6.59994318962651	7.6643484284998	9.27710071413986	7.16230762093906	6.4955726216794	4.89880678349466	5.57973023143051	4.31711257938227
CCL28	5.84044706090361	6.66571171010519	7.32505369020843	7.56303786419648	6.60754395419571	5.18499472635143	5.59070503628088	5.96481192081242	5.08452501064765
RUBCNL	3.304494703755	2.91249167346918	2.44238123334053	3.90006121364707	2.60110757924654	2.35306978501144	2.51842945017643	3.05588282765472	2.6267831875159
DOCK10	4.64444856070868	5.98243173233758	6.40710002728719	7.18145620500217	3.73877670647124	3.7207637083902	3.72329305740926	6.16264747495051	3.9197948926582
STAP2	4.54536825371438	5.18393365038003	5.96796289538647	4.24026868620811	5.75558386546496	4.66322414189305	7.0236330039076	4.14915382335907	5.44558884925247
PRXL2A	8.48708289535497	7.63925247197687	8.12397076892763	8.84493572273506	8.43700237887238	7.56487145200088	8.38463936621803	6.81814055593706	3.32515205907193
MYO1B	6.78485449096649	5.17648831385961	5.59026989449327	7.12712675739544	4.63790402610953	8.54695813623052	5.12554442557886	6.59445224037488	7.48957397191879
CCDC80	6.55364306124532	7.08859555882133	6.23103106551451	8.29519611731761	5.71786063831068	4.65845066354308	4.4451435253476	3.60854306998388	2.64846830111999
ST6GAL1	3.88940662515023	3.34701413370483	5.1256781258414	6.9495619323167	2.66299293334262	6.70601220712407	4.96087392983084	6.13473308710347	5.01124517535646
TACC2	3.96765446515719	3.27627597218807	4.8276259891265	3.78298951586122	4.56766676111851	4.61819125706721	4.37927111312219	5.07292281511056	5.98803998960395
TMC4	7.02555914101379	4.50892256255558	7.16589234364772	4.05568926552616	7.60685000870232	4.04535660416231	5.4286407408591	7.03788635990241	6.34551553799449
SLC43A3	5.44962212891443	5.65758622246026	4.45790019494771	5.40407365161507	3.61925201362187	4.87672815790281	5.91621605921567	3.61391530657317	4.60942666122042
APP	8.92723415458004	8.53825348434694	8.92658009892359	10.0128698565203	6.73341576496158	7.83114647730393	8.70702386223896	9.164892744284	10.2980831374605
SHTN1	4.20027649146498	4.03192915728157	5.18420889226344	4.94049566903277	3.53660613460326	6.16494695024361	4.30872604871372	5.58483233616482	6.0598776881559
SEPSECS	3.68101538659185	3.89099540968539	4.79465593158513	5.58533967289481	3.58376688581183	2.35363733915913	2.13507137754551	3.27570888478682	2.64284907842586
WDFY4	2.97619452959581	4.48232530024356	4.75522385695776	5.67303443442846	2.6058999779035	3.32065214752682	2.41768582374079	4.9239975698769	2.91961861117896
HVCN1	4.02451845164762	4.51073379407454	4.71610541361086	5.33336571392871	3.31285569396382	2.57312764190476	2.60243073520811	4.34960463301574	2.06610111806682
P3H4	6.79886072230865	4.25708178371268	4.82056345285951	5.36874884955857	5.67274804026032	5.50667492965098	6.49831172740284	6.43042642132864	6.095367378083
ST6GALNAC2	4.57524618060211	3.38138662249018	5.75849840930201	2.46361835995178	4.15433462152593	1.98677034170624	3.63706384716053	4.3667932601849	3.87292878541333
CARD8	4.6001722398271	4.38875065790249	4.58166680066522	5.37387002437403	4.27263807469054	4.3483177001	4.07966728396679	5.19736045141364	3.1246530464275
AREG	5.13796645110414	4.94001899494242	8.89627405292861	2.73332880132541	4.17847932275857	5.64689976062081	1.89780884896949	3.7019387919676	7.1404092621169
CYFIP2	3.81537352701212	4.28970840381428	4.55064256157947	7.09610698442624	3.44399252845223	5.01181722003894	2.9963126681815	6.81668523980015	2.71136157994669
TSPAN33	2.60576307682653	5.30977017493972	4.9308771048682	6.91851813622443	5.21455444493507	5.60927519803856	4.94413789725825	6.13670706597298	3.68919359132921
RND3	8.23743060108322	4.65185349845845	7.32102341099608	7.7791354783884	5.25971609571853	6.4285839322949	6.97067944948228	6.70342007562279	9.54771276025349
ARHGDIB	7.33974293740415	8.39009138897883	8.6696141652633	10.1790571780739	8.00531734206431	4.54434693839404	6.09281417616991	6.70402209158673	5.87773878265064
LSR	7.88810725044945	5.7899838074501	8.40953386502984	5.62423130503277	6.50653435429096	4.52295269392691	6.28790476032142	8.09411025578127	7.43738368652802
IGF2BP2	7.21521956471194	5.20858074645466	5.94893295804256	4.84921106931426	5.42325668253845	9.19196613712162	8.53074706436576	8.54739129207712	8.56536232835415
RGS20	5.58780297456101	5.07710111781246	8.46850400059145	4.87017614932145	5.80915932088698	5.20538656228118	5.43172617746202	4.87733690953034	4.77811583923059
SH2D4A	4.49454676632456	5.14982328034631	6.51247071887709	5.55547912938827	4.79769829091843	3.84808638130772	4.84542461744348	5.66860275054527	6.78157114903573
SPINT2	10.7617111682794	5.84641930936195	12.7795335767041	6.947552349584	9.09295512217095	5.03030496711374	8.10612919446583	7.73165868244975	8.7583851890658
DKK1	7.85826385792563	10.3990596218441	6.11402188785296	8.01510415450048	8.24018560621848	4.2958694665415	6.61163341474443	14.329998554227	8.67885034398558
CELF2	3.34833823993969	4.65559090986319	3.81045708789962	5.55976944076851	2.22002776225385	2.80977540903501	3.01743544545345	5.15416206281152	2.39705263184671
PLPP2	6.06154657423076	7.08565308387778	7.42917901299064	5.54647472983833	7.11551201618361	5.17286655104367	7.48634719886931	7.22208885372168	6.04333972795317
PTGR1	7.13009048637845	4.0719335864132	8.40298997384381	9.02530190791916	7.56569837661693	6.45200345076885	7.57825101053252	9.28745973944337	6.77701782000252
PLPP3	5.46046715531326	5.35163189366187	5.37937923176947	6.82660812253247	2.84076110287011	5.72249127771609	5.11556639630698	7.00972801734601	5.02994424515696
SLC17A9	4.15946665535956	2.22161697145775	4.06173492473015	2.04201465264639	3.60118407656533	4.52675763234508	5.42491359515435	3.69032362052316	4.58865346633758
GALNT11	6.89454202044136	4.95684478711203	6.7716919234306	7.35205660148938	5.29153462867229	4.99776561037544	4.708189624789	4.44571224532214	4.19889490966589
TNFSF13B	2.4021303262239	5.19477249736964	3.96720561894167	5.42184299596314	3.55591565175878	2.64611323940371	3.13023012161742	4.05863626347437	3.15417056968838
ANKRD1	8.60081216456871	2.84356967016788	5.68373830065899	3.67659929766905	7.70904457522635	4.94097455290565	4.12856110697321	2.98311003089485	2.97320815657707
MAGI1	5.58547913286802	3.39369944771436	6.49913510403935	5.24210666477506	3.71667541068165	5.98782988354534	5.26873422836553	6.05088849912874	6.61748659867839
ENAH	7.00874716326281	5.5365086467546	5.24943978201871	5.80820570285112	4.16651272487614	7.16645432815783	5.78035154027379	6.40337258186503	6.15351631936467
ASPH	5.73914606449784	6.82532797936126	5.02750321359178	6.15162512971925	4.63679130017444	4.85523357784316	6.43383698311763	4.91837503773125	7.62708857528046
PARVA	6.49745881517352	5.61031771949366	5.04039029307	6.39166689326695	4.2757199523417	4.5826627846753	4.54222007598824	4.70456422440996	5.53144495195125
GRAMD2B	6.33895243945826	5.3883924447815	6.49125245585727	6.51089411647033	4.72011095494069	4.57294039440395	4.05762676640071	4.52018488578637	5.88573598853429
SNAI2	8.67882799016173	9.10555951092093	7.89244296697723	9.66101516022206	7.92748889426472	6.69996787053925	5.89630788299853	5.42621112084228	4.57252177918663
FTH1	10.0401263747264	11.465859775687	9.6480067234991	10.0238245026841	11.1774982786159	8.5500968920389	11.8402663452779	9.03870314768051	10.057618414933
TIFA	4.86499727651243	4.0823301325912	4.12256844252917	6.2250007401431	3.05627413027705	5.11610907030321	3.48914422777126	4.9756900739107	4.43073923416599
TSPAN13	7.77143882524217	5.47100418629966	7.18215002889803	8.37606947249324	5.35168921500117	7.331258428123	9.70484049505255	9.31499564011046	9.42981673877795
MYO1F	3.68992554322338	4.5776728873074	5.05801236959853	4.8601699809127	3.70510914850977	2.26095107790996	3.03960145499651	3.41407562461253	2.46355027189035
CLEC2D	3.07027901735441	2.35996146784891	3.4725870616603	3.68742813632281	2.78991326063136	3.03547422869532	2.16389710140573	3.79177538770043	2.70093762475357
CENPV	8.76025990557328	5.71809847187237	12.669653954573	5.99356549029077	9.4330252417318	8.32491256862117	7.22985334623545	8.22299332040466	6.98637399848421
RASEF	3.74733031246062	3.8227056548935	4.71819425559178	5.61012699858165	0.778084677654759	3.33271466519253	5.04422146524505	5.54849038902184	8.69855493343504
DHX32	8.56670148475371	6.47681684575625	9.08536338345181	7.41321446435566	7.39017571599387	7.7203332219982	6.23958790880247	7.87642808486428	8.72936767835944
TRAF3IP3	2.90267728763495	3.56910560670531	4.44448842661025	5.28001890049692	3.63512386940188	2.51072071941156	2.51646986501845	4.36953180844193	1.99103308740125
FUCA2	6.49578633240908	6.76219463722927	7.12024696081459	8.03540351308138	5.84733148416681	6.77786178723535	9.33141018138407	6.96786624538458	7.07426996174014
LIMCH1	5.65864286303015	5.8293149695271	5.14065273064173	7.01477902418545	4.86652506453156	5.28243741529311	4.54173335625407	4.21515922099937	6.83983034352605
PROSER2	4.42341969221289	4.62899955727888	6.03868976545808	4.83493298824539	5.58721409966	6.95224768399362	5.81273391518204	4.99525490437592	6.33928917018767
ATP1B1	8.43806647777849	7.88738086174054	8.35695887179475	8.35656239144336	7.7095248032856	6.62901200563726	9.01651963027892	10.2316776132524	10.2263535856277
VAMP8	9.04787030726995	9.60710618786561	9.34727204387355	7.96287917035094	11.2796584695242	7.05836234029852	9.1825161196018	8.59725367168372	9.83615686367231
IFI6	8.12671653860106	12.4495822578902	11.8802110716128	7.41247120663423	8.96117927323931	10.1312620204843	8.83857656762983	8.70763704788454	8.76567762560617
DCBLD2	8.26283813453769	7.07874074073745	10.1823397452012	8.12289345588148	7.81904344149076	6.96680339964693	5.84514476849197	3.73838318758761	5.91850165396046
PALLD	9.78557239280098	8.94494963213479	9.12164773059283	10.6524896135998	7.41058369236608	6.99847465051126	6.31731148612211	5.90481917882087	7.73619347036327
ACSL5	5.14017549076586	5.20959306569924	5.13848179450263	3.58914833298972	5.8489493418993	3.809745084685	2.76341638732381	6.38758682637807	7.24397027521295
AHNAK2	7.99128460342158	5.72124671678369	8.62364013118749	5.79230951569103	8.65096105063267	4.25583096279324	5.97595981571459	6.13059717844421	5.57031610192462
MYB	1.22314869822507	2.23187934606562	3.25565196184268	1.71916043782247	1.17512213008145	4.08255805051611	2.89232273195672	4.21403162508308	4.43325701845246
MYBL1	6.61330233056425	5.75890814063775	6.51471624945235	6.69063577852596	5.84945801573495	6.35361109659612	6.09008548328002	6.11919660923931	5.36413455310718
CD276	7.18675458395194	5.56395519246237	6.39792288517714	5.33227297808895	6.22413802937143	4.46125325464806	6.17599649903068	4.76245168428672	5.63429847434207
B3GALNT1	6.33523931369318	5.72322021398785	6.20221252743509	6.72684017903459	4.82951431889613	6.68894346340453	6.02313717440401	5.41320465412396	5.14771731511671
GIPC1	6.55947415293519	5.72656971419443	6.65312484347124	5.26738018888244	7.0980260235161	5.04191964814544	6.41622552014876	6.03698013470708	7.24967611742904
MYO1G	3.90191783281604	3.28973211129136	5.25384082867896	4.05197886169937	4.0909884736667	2.25826017073583	2.57041790824114	4.05147574957416	2.44695362505935
SOX9	3.60023724532443	4.14704403649873	5.90224856315198	2.63679884520213	2.06166618430821	5.47213354334829	4.99263836276008	6.04224618033137	7.00834440528629
FNBP1	6.10377933691315	5.6782445286409	5.93725137102058	6.99999240445527	5.15454484113227	5.83607998439714	4.58941372518451	5.962000878171	4.34436951022363
ABCC3	4.83078945161886	5.0137054994252	6.31843351459221	4.29402098014724	6.48364368133566	3.84009955242219	5.23175820282212	6.53451844646309	6.12537155235805
N4BP2L1	3.14540975483345	3.71873795403634	4.97466417647401	4.74768776053011	4.23994039546772	4.06094401416985	3.63125554251071	2.97547774569599	3.06712053694351
BCL9L	6.12791709028226	5.03220088492819	6.26081809349196	5.06479206418266	5.59477141574427	6.41317138614701	6.88383477047903	6.53101751102218	6.73610886465638
PAG1	3.63314094816422	3.64957112575146	3.54453939835726	4.8416181317313	2.59173818494633	4.9602621598215	6.67486791203107	4.50816924783027	5.93702116009077
PLK2	7.87258586905268	6.74729437657015	7.92093366364225	7.98401968913164	5.28787329288902	5.77350584375723	5.67965896542899	8.71414624350641	6.6540122827996
POGLUT3	7.2385343804747	6.78518982710978	7.45603757614506	8.50809130988191	5.31992548300295	6.00819307582986	7.76329824356018	4.98761423845282	6.0696089110028
FAM114A1	7.22841568944598	6.63490643031018	5.37724425118706	7.22754836463902	4.92254555029777	5.43016689887712	5.263120969894	6.10576050323043	8.2762065353393
SPARC	10.4747475711105	8.83290693013276	7.58644905694754	10.0549044712177	8.24339535081713	5.60893263320626	4.66271362865467	3.88893113635307	4.63840477602586
MYLK	7.44605208924458	5.99904081023742	5.22117294704902	7.20452177807973	4.10476528926532	6.59437061654005	5.26051871154341	6.1494044652606	4.70873736069375
GALNT3	3.96539276309057	4.83840780536845	6.44077165934217	6.53053901017495	2.35142798667103	5.96948309511091	4.91807761285804	7.5050998162395	10.285968116069
EAF2	5.24584660685892	4.56309649961787	5.34885896413493	7.04822338962871	4.87480996177174	5.99456929324325	4.58043678439808	7.84206082871568	5.42320243304687
MYO1C	6.65844045894813	4.9915680953614	6.38297860819307	5.98936796904603	5.34121825604893	5.7423837039964	6.98258252957298	5.87187457272922	6.89397588207124
NCKAP1	8.38675122776066	7.89514444464727	8.32315286091333	9.67176835082819	5.98579395185682	9.62709754108464	9.0475629594447	9.69267033713957	10.8717924202383
IQGAP2	2.90533828322385	3.7581072974743	3.27000566680137	4.40831256746364	2.74528368826534	2.96468114900096	3.10901870842689	5.27327214434446	5.84074365143536
MYO6	5.13493095287185	5.70956562468538	4.68051226250279	5.9892838898727	3.30606283908047	6.85355032201309	7.44318179210646	8.66725221836995	8.05463422591409
SPR	6.9638778555492	5.10917871214913	5.72648126683634	6.21662213497188	7.84706723182103	4.36239121364011	7.10104418327629	6.85290110112568	6.37801992311446
AXL	7.89877721756395	7.33334006420056	6.6794891898792	7.2602674980106	6.22253732004855	5.73698293863933	4.27228403907576	4.13015009786098	4.08063234100956
ADAM9	7.42921749741018	8.13424951415878	7.90210871790597	7.94619652320568	5.3981841613362	6.42250945207443	7.55359316082122	8.1227991606246	9.15213166743274
PXDC1	8.33450550499788	6.31492101744266	7.70247633793337	7.41813574325463	7.81920026464076	4.99760085554954	6.30036582754653	6.04716465955171	5.89445061453688
STARD10	6.88232266865142	4.75100112700312	5.54139444484345	5.19786287634896	7.84815837830777	8.2548679632279	8.15270887324925	5.78175672522393	7.52995275512304
GAS1	7.41694216732455	6.19185720062841	4.05995348344766	6.6795103264517	5.8094518374493	3.35907077836168	3.2638295855942	2.53574138906345	2.76848841969914
GAS6	7.63647458868097	5.45546240242081	7.82176837122833	6.98836333976352	6.8394618416074	5.40154456109839	4.07886147547204	3.24847902412172	4.47412691023981
SUSD3	3.02721533968648	4.95820094966814	5.22423656233488	6.1154032729455	2.97764650002378	5.50986195592629	3.94382579320128	4.39776130935084	1.68201999451357
GATA6	3.00322688434677	4.00376865846203	5.02252319361359	4.54858027951383	3.61080064036572	5.37868100221851	5.6886855688116	6.41745252432268	6.16428152679687
C19orf33	11.1012146283757	7.56161240713027	11.7580219935675	4.56856737561891	11.2561587290966	7.22209195290875	8.24681597332245	6.81580513196426	8.12610282796662
NCF2	4.80354427559216	5.25195378896567	7.19395616146553	5.95697770946103	4.14750279129612	2.32864769167376	2.85847160865386	2.3228325057506	2.91442099494215
GPRC5C	5.10320355126852	5.69614996623166	6.27071384511854	3.10773947117192	5.67494307949976	5.0408401731325	6.01738895536208	7.47052665734922	4.5870503225665
CCND1	5.95318319878182	2.58504023239358	8.71416215212352	4.90427007808279	6.22023350192139	6.39476235680133	7.31265572623584	6.515287848935	6.87789836998314
FAM241B	7.55169122424566	4.45811222055551	5.11776183699329	5.88784742288315	6.02994014550222	5.36286729263738	6.01151775084003	5.67698997064545	2.73381038809669
NRROS	2.87052482544323	4.79151762448384	4.6899870130769	4.97531401780682	2.4534033080682	2.90576671014263	3.20561332386409	4.07523610172266	2.20561741498792
SAMSN1	3.65023086903859	4.43804848567151	4.35218097079628	5.51933224278876	1.84698284696126	2.94513518603977	2.74950372731681	3.98499747948925	2.9817218097612
SIX4	7.08419881792651	6.52849194365663	6.85596196156418	6.97763496366578	5.7455072066073	6.23349740098932	7.56236389159087	7.98132408727227	6.6276803449203
MBOAT2	7.05065845347081	5.95751440186303	6.05810249508414	6.60033557433749	5.67323203377211	6.26366211573883	4.80872351066202	5.59089887993161	8.62587477466736
TNFRSF21	5.26930987398711	6.10676737064309	5.99996201912493	5.2098086811868	5.77563154627309	3.84913011880522	5.87398894134987	8.28673340555996	8.56888424675619
GLCCI1	5.0000226244002	5.2921687960114	5.57841025815175	7.52134616018511	4.76705829854079	6.3771205246041	6.78783186701408	7.27615395890563	5.51713065890551
ST14	5.21302945232927	3.91165995340894	5.17769377466108	2.66344795167063	4.90498277936481	4.09090905356422	6.70222887671981	4.58018052651921	6.82036362691294
TMBIM1	7.40068538994928	5.22827253196337	7.34104461109856	7.3974725990693	8.06880472906527	5.10621105328302	6.76350621193804	7.46376866337189	8.89729026247896
BDNF	5.82767369238834	4.04020548014711	4.4805367327428	3.91170702338785	4.24648784420056	4.22591839536261	3.90645367249525	5.42031806690224	3.83884105658085
STAT5A	4.49060007995184	4.10301280717341	5.07641178650348	5.68979450106021	4.46958740634623	3.14170603969514	4.49077288336362	4.7740067336894	4.63018087226702
NMU	8.5681196679929	6.6052274544566	7.68910670277009	5.7714428151678	6.16172311083668	7.50940223362725	4.99232664058281	3.55314483678409	6.48680084081583
BLM	6.51203730978051	5.78369488974272	6.04022336499315	5.99342582054772	6.73553827996876	7.71827199356012	7.58634811239123	7.86252499042825	6.76505721324966
XYLT1	5.98712932742921	3.98425563560344	4.00840536186588	6.5267725149518	2.89309687626275	1.96139070196202	1.90988256518267	3.56842019311159	4.88288039743896
BLVRA	9.60790216750614	8.96502734570647	9.9069359569424	9.41233771786265	10.1001145287972	8.07278191860242	7.80439596939753	8.4236562749098	7.23787333963721
BLVRB	9.00462618826453	8.42016209082667	10.5462930989559	8.57203080991485	10.203722879534	7.46551029110765	8.86799138758403	10.2566419239428	8.56977475577042
TUBB6	11.2533245509068	8.72023925145023	10.3595335895441	11.0528388162259	8.88142848514929	7.26662924823066	7.54955235826358	8.67096845535515	6.68519468306425
BMP4	5.75826356669025	5.09778201852396	6.49185311545673	4.70890940873304	6.16561006207237	6.6803425373457	3.86533806584624	5.50273632863862	3.97929015278346
RFTN1	6.07602563158986	5.28173478166445	6.68926129718271	7.5275413952944	5.33001844884937	4.18970052929992	4.03100460166643	5.06025611906433	4.03861134812893
TSC22D1	7.2106598994078	5.4025712486237	7.88386640219889	6.95715441907866	7.32396774368585	4.76729938895419	4.98885097286517	5.81339304652116	7.4658047988035
NELL2	2.58416124601581	2.55023289684484	7.80190180220933	4.66983969946694	2.79293792648243	4.05046245166541	2.57206839659197	3.56764083397164	2.543328811447
ASAP2	6.31497060788851	5.51175210576144	6.38415074563933	5.76816668465309	4.82133575597034	6.07905827684188	6.6678393163737	7.63992544315334	9.58727066275581
SULF2	7.77753358838583	5.92558586672192	5.90145529618465	6.3787184148478	6.4153817651645	4.90186618276675	6.8176112691267	4.64407721490235	7.42408675302258
GNG12	5.73072863699677	6.81655904095282	6.78426161739205	8.20486969736464	3.87101711047885	6.47022456618982	6.21510804847985	6.59147929844221	9.64468062315758
BAIAP2L1	6.21147736117898	5.08615531986258	6.58652310252858	5.13352212348729	7.60415110150105	4.20159687906126	5.40495820783782	8.3888751213824	8.77284804831716
IER3	10.8660253636046	7.88243050082691	11.5690219987012	7.92393362995916	10.0925496238841	6.93391100776379	7.73396510317483	7.19989637417299	10.1176228343277
BST2	9.29099325588608	10.9252462095448	11.8680602731238	9.51897695798495	11.5634262521282	7.25804629709699	5.45280633537478	8.05155093218604	9.24128511194542
NFIB	4.81068391711837	6.45703267569743	5.44308576600058	6.85434281676257	4.10819550806151	6.37788901628105	6.75834009788153	7.57500545130715	7.73935505264427
KLF5	1.964401079425	5.28877978121976	4.68745793237199	3.36386693982819	2.93838361930202	3.82198703301131	8.0860357105565	4.35057644073874	7.66878533257395
SVIL	7.04068479784586	6.5387820597919	6.9012025437875	7.17229092233848	5.63427367167443	5.79635761298845	5.88396841533814	5.59290383177933	6.5621651126785
NUP210	4.18718880303586	3.5983802940388	4.81283390723106	4.90361363502695	4.26450805959782	5.38500253433353	4.79357696672836	5.36855054924849	4.80621557322347
PLCL2	3.03647090586791	3.56143277474445	4.22889689948417	4.95144293389445	3.22046631204449	2.51584299256132	2.71674436759339	4.45369011095246	5.03998952361403
SYK	4.01816209689344	4.24535563083747	4.95759830582442	6.13870737157256	4.33518734400876	4.01618908536692	3.15027361153944	5.01980587463982	3.9443558206825
TMEM131L	5.34316331166753	5.7530234873498	6.86416188112986	7.69799230578688	4.84143882174282	6.49647177388445	5.11355501983226	7.30556106705762	5.33057711513625
C1R	7.73612471124081	6.68484693825029	7.47015453131478	9.25949129494852	7.1821261359875	4.39822639196293	3.98707444744239	5.34048345856939	3.26079293006959
C1S	7.43690704405851	5.91601631367219	6.88178809708602	9.1161703782583	6.77851535801554	4.31020055441158	3.5491190753737	5.4201294517984	2.71299616334522
SGCE	9.66417988719373	8.46513591170798	8.48988623277508	10.80805407721	7.90553552742416	8.80404511595077	10.1385636446423	8.62531042271271	5.68758750412691
GNA11	6.01141940680017	6.16253249929222	6.77969237472824	6.73651396755534	4.1163354988536	7.04073601839636	8.93939352753325	7.24417951507797	8.46803033732825
C3	4.90595559664326	8.3947763289072	7.90682805344742	8.76332979613238	6.15932388164786	6.99370672924274	4.8689052830403	5.16542299278185	2.99869052930023
POPDC3	6.90799250005333	3.64323560115889	3.93777566420271	5.68901785070514	3.90030579894479	6.24068384766077	7.89402555522988	3.5672253282264	3.52646487312424
GNAI1	6.35458499658263	6.3726341807105	6.77876331521952	6.75985636351969	4.61179906714589	5.93952052034962	4.60200835529606	8.35966271009223	5.1381985064099
MTCL1	6.65448787810917	5.94578818500449	5.7152833823926	4.10588454661493	4.79004722065061	5.85639499514437	5.11322627946189	10.0615188213354	7.208681299837
CKAP4	10.6974976845961	7.9942112252634	8.78165382603932	10.2775965863123	9.21948797074021	8.09818269643265	8.780688698547	11.0529466512775	9.70521209051084
TAF4B	2.64015739560427	2.93322896894464	2.944680635314	4.47283277274371	2.12798850642502	2.80031523565728	4.63383806647629	4.62318594849322	3.07937609362796
GPC2	5.14453105343125	3.84627555106074	4.14774504247378	4.026240948329	4.28322568047727	4.41431698407582	3.99851527857889	3.82642106699348	3.72004683988474
PDGFC	8.04739564991117	7.49312186841929	8.00415137249684	8.01810693020153	6.98982132312838	5.47246934543941	5.61211487546362	4.88909906208595	4.60783983452739
FERMT2	7.5591280574986	7.24755051768776	6.45156505669284	7.93081181006885	5.55717837662545	6.72701811525713	5.38656984893698	5.92542285049596	5.15255455058507
GNG7	4.03715541958081	3.81145661326888	3.91804396607126	5.16884446883667	3.50069293784317	3.06374637359176	3.04306291139491	4.11266031614556	2.88029296828337
RAB32	8.1047552735721	8.07680832631549	7.84221785842977	8.70847653478891	6.98205770841558	7.61435526011657	7.94115930551274	6.21979007039083	6.90355537021903
ADGRL2	5.49636957132002	4.61590685087421	5.38232882137087	6.12341444147426	3.9059848761197	5.4913359950356	4.91421020074075	5.93617235911243	4.813592403913
CAMSAP2	6.13007889621897	5.90406385994658	5.7398330536957	6.68889115641755	4.90636760605636	6.24095784578164	6.36902893488526	6.26943402518556	6.3539144207548
NLRC3	2.46418854664685	3.00580328688144	3.64157409031138	4.43564848827961	3.00020877396461	3.13687196370806	2.64348921727179	4.40875326991018	2.6205212088121
