symbol	TCGA-3A-A9IX	TCGA-AG-3593	TCGA-AG-3600	TCGA-AG-3894	TCGA-AG-A00H	TCGA-AG-A01L	TCGA-AG-A01W	TCGA-AG-A01Y	TCGA-CG-4444	TCGA-D7-8579	TCGA-F1-A448	TCGA-FP-7829	TCGA-FP-8209	TCGA-HU-8243	TCGA-HZ-7920	TCGA-JY-A93D	TCGA-KB-A6F7	TCGA-VQ-A8DT	TCGA-VQ-A8E2	TCGA-VQ-A8P3	TCGA-VQ-A91Q	TCGA-VQ-AA68	TCGA-VQ-AA6B	TCGA-VR-A8EQ
MATN2	5.97534853071877	3.49038844930195	2.99977830116296	3.49217172225888	3.1975697318191	3.66452459690886	1.60298144268831	1.67895901086455	6.2471164497755	6.05733743051162	6.59367537519552	5.03342619755383	7.5509015635836	3.59313543075599	5.92144799066594	6.4910433070064	3.23421275645573	6.44525313575692	4.1259845447574	5.71090730164967	5.9373358186001	8.28893000304049	3.97272764353154	4.43810218737469
LAPTM4B	8.73648008413625	8.98052979427727	10.2427846734729	8.98824866223719	8.95092393817647	6.14692129522109	9.15452114879764	11.5234149552684	10.4021910126547	8.8950101758103	9.57606127183732	8.50722191535982	7.87372680603381	10.582235027687	9.56940635109083	9.14263845332533	9.43277009964384	9.65669129210653	11.5514249544351	8.46138761084721	9.95688139326375	10.2939918509825	9.60179925626903	9.77483122650408
S100A14	5.11527012306431	4.2023274360504	6.17720268089221	7.20046751911109	3.61897461579347	7.66985700201531	4.87648060097204	2.34978754729361	5.37387635760052	6.6146391552231	4.51786452240746	7.53370062561274	-2.07576344774432	2.7017410615683	4.69130756338665	2.90189828197085	-0.45966327144065	7.93978572947279	5.80230234854858	8.13574693096255	6.26267879887442	7.00221025431722	3.69806885915482	4.84764791172227
TBC1D2	6.21256255401088	7.44981592634006	6.20594669286113	6.74909634310417	6.99346573878633	7.05797183187474	6.84188535286082	6.74255631155618	8.36334344294148	5.72197982938113	8.28657843880897	8.11895225485985	4.84321778047667	5.52689673770187	4.58558281090285	6.95876258498413	6.1025768696598	4.1991528933753	5.40214809752026	5.8897130959178	5.05927421935195	7.16496364154935	4.80066263250385	5.97599754812766
CEP15	8.44144160935974	4.76402446128622	4.9283141202484	6.1715062800362	4.55475095817659	5.58082415372519	4.30141623399575	4.57377410904994	6.30431157272044	7.40515077889194	6.55180633330241	5.97659744991392	7.7690610069192	3.91018787853783	11.1721705480626	7.64790908946967	8.50151512948647	3.96904078968195	8.04045350604533	9.33718878484711	8.26819934521405	4.27296686006485	4.65370633275807	4.57140661462715
MECOM	3.36564941090874	5.13066820283481	3.94842623416896	3.90718906347621	4.37682232511102	4.92776527557929	5.2236039227274	3.85245023820896	6.2317718484889	6.52492698834834	7.09107290962509	5.57037840397303	3.99216372393754	6.1598178612546	3.47528780654521	7.48685844340879	8.14465051998374	7.01649916826527	3.67561380789871	4.79104754170892	7.27209687498767	6.30061803304211	6.05733238229743	8.36763501912639
EVI2B	5.37829192397005	3.52680726554022	3.07462777320804	2.02027098748894	1.37535918059798	2.03723377387079	2.47242465867689	3.52907240674751	5.94050763230834	5.70710652725915	5.96668379875149	4.20352197983972	7.57484517310542	4.02975484154134	5.52276833401768	7.24726185686825	5.31278647731823	3.19597233698459	4.07987570944822	3.58324500531915	3.58659550550798	4.58441471738	2.9345675174119	3.43106400127931
GOLM1	6.40518261593902	5.96134346370973	6.27680508238224	6.6383167231421	5.64881532291714	6.37753934474275	6.24385785705894	4.96096463303038	6.11914311611835	6.98398571814081	7.56380004693224	7.57329863589504	4.40610963036563	8.04885990172255	6.43573516304626	8.74447979055077	8.36335109402392	9.09253007320779	5.85771736236738	7.3904617468211	8.37396096050489	7.33015834573136	7.29905505029534	10.159722866237
RCSD1	4.96610453729096	3.66021975802925	2.80680740409738	2.29272808002776	2.06710390184407	2.43653417478547	2.66793987296312	3.05606841897781	3.94314933805151	4.79786264079308	4.54012662791639	3.52946975823879	6.66366292024469	3.78789357433833	5.79005335001156	5.72596694744735	3.51056916367383	2.37115269326101	3.7864511264335	2.54600610543534	2.93618978860938	3.24598787451907	2.46246521703389	2.92321248336837
EXT1	6.82881401097559	5.37687113258484	6.09442926212931	4.55029495394906	5.81722505419976	4.91530169632973	6.01830864993833	6.87516436942219	8.65889488734758	7.86890747251505	7.44159851674624	7.49226748849085	7.44049877825526	8.69216395973508	6.90144898453003	8.83635573538148	9.4050792381076	7.97758788662853	7.33308900651486	4.86686678919694	7.32843596781695	8.21150968529739	7.22609355184201	9.00935123347693
ACTN1	7.58049352542734	6.25937420495155	6.29109894079507	7.08483580109905	7.08111977916679	7.58495743385347	6.1554679961795	7.39838174149155	7.12254427503237	10.3981032133976	7.68212164353641	8.4227142495246	11.5671574414233	7.43199074091097	7.5545192645089	8.29139060498578	5.917340279255	6.15308791641169	8.09657850837492	7.06968611468446	8.07181394894491	8.20095870243177	7.13183877884012	6.15464960346083
MND1	5.17722649844551	8.00851414773732	8.36237172592704	7.69401285564447	7.2801247493119	7.13582826731804	8.64602631664563	7.06931835673601	7.58683853473676	5.20416595047742	7.38910859136996	7.08111850214646	4.45844453875818	7.08066811567327	5.24742400980295	6.39756599673725	7.78784437766448	6.74555444281	7.66843849758744	8.05136130709192	6.09579506189143	6.28774757526298	7.88214040198184	5.2833438891551
DENND2D	5.57088755802225	5.1421390895209	5.64483240170733	5.98490844007323	4.86840924905639	5.16097054550217	3.85927829202329	4.64078733596277	6.12131793684777	5.53293010626462	5.53507987762316	5.50248760519504	6.42184666346725	4.04063671266598	4.65321267162405	6.30217895771915	6.88691638591073	5.2533782996457	3.59291014056918	6.29148578004858	4.54238633864851	7.88056894801342	4.75160609247845	8.17688087657493
RRAS	6.3666645869453	6.40346452677085	7.93325406199281	6.11860548215408	6.96330310243066	8.02560156981346	5.06252187307973	6.81101252156409	6.47377905595123	8.58480716956265	5.77714318344162	6.88870206975207	9.54215812354017	5.79746202364715	5.46132537943736	6.40554842948887	6.18471169373153	5.66314598297545	6.20512628574091	7.44951059908623	6.79024843515141	8.0526135861117	4.72647317758316	7.74750732528105
MDK	6.68159445958763	6.40766677937271	6.6762143430053	4.71966397104246	7.09724724007751	5.26961818390579	5.23653345948517	3.44322056931314	7.08406001729436	7.06671265727204	6.64486228193081	8.01894217944563	5.44250688905775	9.56934064507915	7.10968127690437	7.03124518669078	10.1933522719246	8.72210199928137	9.90488721237708	5.43159614417771	8.70196857983229	6.26784483242576	6.96057303329151	6.95981785770635
TM6SF1	4.62177003266293	2.89461743829198	2.68453893805315	1.70055960772547	1.88562477676593	2.08650574918719	2.41816438459757	3.99489432768878	4.14333051042984	4.23964203922393	4.15503364701603	3.33454712070573	5.18521619997013	2.60132866983624	4.93823032012954	5.52709600072627	3.90098170949313	2.54536043110969	4.08574175093549	2.64101743421779	5.40925437757538	2.56260494605164	2.47219487140065	2.44867542976182
NRN1	5.57041585822742	5.82395355870885	7.01910401521713	3.52684996676643	8.57011984887715	9.3621438096767	4.29325088710624	6.63609650689117	4.35020178776458	6.47195945777796	4.07080515301301	3.07145103714526	7.31080547949693	3.17210579476418	7.40885522940418	6.66786458394315	3.09177644711278	5.95798869691315	5.4293089876862	4.99465844048045	4.6523750263109	4.14490325611096	3.17397392122558	2.75424708017074
ADA	6.70678055113443	8.16170075551409	8.12276094785439	8.85585751319771	6.23061766207365	5.16242011341207	8.61398242958623	8.79027692448482	6.4595442137204	7.20336577195481	7.36776940319357	7.577899724753	7.1197434438898	6.58718837177388	7.15582304899038	7.41198429537299	7.2361524738877	6.13862673848822	8.10658786010677	6.51175923160292	7.25978404038323	6.11666808671	8.75378333641731	6.52864710810781
WLS	6.4331275166694	5.92651569692876	4.44010063068668	6.45248641378002	6.12594101878233	4.82770281545377	4.56397728890504	5.01035198721303	5.59775780829812	8.68651500387778	5.58260883051131	7.90333143475578	8.78346907310845	5.4290505972548	6.72300326219593	7.04490090869361	3.45879541362035	6.04471782486371	7.40394125728023	2.92497563658591	6.1410875595653	6.84343478985212	5.77475433856331	6.20443152197623
ME1	4.44169749559098	3.29919360488813	6.80307969929827	6.27715685345201	5.27472759896012	7.74975464487649	8.37856014288252	8.06059646403932	8.77496523652926	6.10193662016106	6.94291117173314	7.65235722240966	6.44969802390411	6.38693595171752	6.04724416874793	7.18764778411331	6.47275168021188	7.31504787262145	7.36597297792403	3.48225931384746	7.26452847258096	6.96382221718614	7.44117012260676	6.80045633956315
F3	7.43482584651135	6.74804108489463	5.61963673409666	4.04642741237766	2.89124337293494	3.89808951252717	3.17186649484788	2.7144890004668	7.2679651399225	6.27097046937969	7.97218364097634	6.0427404124732	5.01624388808644	5.56559006571829	9.47254960256253	5.7721811771935	6.64270888247031	5.49725027254034	7.16765158936278	7.46275752947163	5.22055109606717	7.76471630337571	3.82933195953455	4.21641006693782
FMNL2	5.70675119116203	6.45502542427539	4.78021491857044	4.03582289294391	4.97825778998073	5.03543888403884	6.83977466266287	6.86523759299927	6.14862747663732	6.09583580772502	6.14617322674632	5.61937897371961	7.01078166550966	5.87399467198964	5.87792196888361	8.12781878472919	6.13133538526643	4.34356809759901	7.27124524364559	7.38657053366195	6.80056916642347	5.5547614712227	6.66388100745204	5.91452238604287
TRIM22	5.7385728678308	3.55973261198278	2.68279389760784	4.0382117762593	3.11248332345936	1.40653319117555	2.7024899164094	3.1409979739353	4.44211563583828	6.11127715132536	4.1984302339433	2.80811223072832	7.2123122432203	1.84623152821689	5.23675888302794	7.58517189156784	3.73558726874431	4.43054405819518	4.60290101928579	4.04279802308469	5.86380033764988	4.03678521461714	2.85700655170947	3.30871370278715
MEF2C	5.34010169186105	3.03011465981689	2.17107387850923	2.77635414149546	2.446779145377	1.89333787724659	2.49852252587365	2.95821659607934	5.23452514415713	6.10664345114017	5.50775893665152	4.11706112115216	7.67528501837678	4.02345806017433	6.3706793754759	6.81742845234058	3.3686219524056	2.05550592727674	4.56322472977275	3.91219861305562	4.80830185724649	3.90427989544847	2.90772894446989	2.53696336343685
PPM1H	4.29220592486982	5.67962450499348	5.02796237779459	6.82676104999212	6.29454772166693	4.34161239023393	6.53239653332708	8.58366806765882	5.62884770023355	5.76621729672343	5.06745135025326	4.88229976452348	5.77219436153981	5.7870450591801	4.63060263476268	6.03687951964977	6.40175318146575	3.42392532613622	7.32993926016705	4.78286144809108	5.72813671960065	5.19519442551625	6.91251944629104	6.88538194652026
S100A2	9.76075334597873	5.17974417431363	7.64547386546033	6.21353292856506	8.02086833819666	7.59053076812786	4.95619287051359	4.92258268528074	8.71245833238947	6.00045883029032	5.8485699896753	6.35929095253821	2.52255515324459	4.0735462516604	7.20681643247762	5.07930809819452	2.44411297559604	8.3326549910069	4.58084923012758	7.41011857707332	4.80144126410707	7.7172396614348	4.39495525644273	6.80688779473237
TNFRSF12A	9.61401925214056	5.4876877585813	6.57880877761199	7.69918192581584	8.14832478765356	7.82673658972263	5.41353332135	7.13065772042719	7.19796296301665	7.91454155165709	7.25730523975792	9.00753927191515	6.28094728307494	8.95194400959302	8.577608767631	8.91315566545868	6.98338622757472	7.9698531726487	8.03187369182693	8.1066803860766	7.18766673430628	9.21081484256727	8.69937444812451	5.95627635249295
FZD6	6.58334122610454	6.5827571531559	6.25076990963518	4.8202608201246	5.40801605883737	5.32858156676907	6.68594949909365	7.49388248416477	9.22704897466835	6.82041112147122	7.26247709522182	6.28278659037441	7.02962527663844	5.43784155756724	7.21474714187634	8.63436685720619	6.85132717574895	6.99009281889692	6.95345027948088	5.95508054196189	8.94675510876592	7.20966018808193	4.80077383770485	6.96387856414907
ESRP2	3.47891546003033	5.8572934223942	3.98072015581528	6.21125811756816	6.1095143412368	6.85235184909496	7.34734146807756	6.68736402413451	4.6962565280112	5.11538796344209	4.69834271719296	5.14424945114631	1.17359782882541	5.16567170393661	3.06904647221293	5.90450184636517	6.33719580988827	5.67321614335668	6.97765746804533	4.1022607425169	5.90507094367288	6.44713308691944	7.11888399712274	5.82130899251456
