symbol	TCGA.D7.A748	TCGA.VQ.A8DU	TCGA.VQ.A8DZ	TCGA.VQ.AA6F	TCGA.VQ.AA6G
LSR	5.7899838074501	4.52295269392691	6.28790476032142	8.09411025578127	7.43738368652802
IGF2BP2	5.20858074645466	9.19196613712162	8.53074706436576	8.54739129207712	8.56536232835415
RGS20	5.07710111781246	5.20538656228118	5.43172617746202	4.87733690953034	4.77811583923059
SH2D4A	5.14982328034631	3.84808638130772	4.84542461744348	5.66860275054527	6.78157114903573
SPINT2	5.84641930936195	5.03030496711374	8.10612919446583	7.73165868244975	8.7583851890658
DKK1	10.3990596218441	4.2958694665415	6.61163341474443	14.329998554227	8.67885034398558
CELF2	4.65559090986319	2.80977540903501	3.01743544545345	5.15416206281152	2.39705263184671
PLPP2	7.08565308387778	5.17286655104367	7.48634719886931	7.22208885372168	6.04333972795317
PTGR1	4.0719335864132	6.45200345076885	7.57825101053252	9.28745973944337	6.77701782000252
PLPP3	5.35163189366187	5.72249127771609	5.11556639630698	7.00972801734601	5.02994424515696
SLC17A9	2.22161697145775	4.52675763234508	5.42491359515435	3.69032362052316	4.58865346633758
GALNT11	4.95684478711203	4.99776561037544	4.708189624789	4.44571224532214	4.19889490966589
TNFSF13B	5.19477249736964	2.64611323940371	3.13023012161742	4.05863626347437	3.15417056968838
ANKRD1	2.84356967016788	4.94097455290565	4.12856110697321	2.98311003089485	2.97320815657707
MAGI1	3.39369944771436	5.98782988354534	5.26873422836553	6.05088849912874	6.61748659867839
ENAH	5.5365086467546	7.16645432815783	5.78035154027379	6.40337258186503	6.15351631936467
ASPH	6.82532797936126	4.85523357784316	6.43383698311763	4.91837503773125	7.62708857528046
PARVA	5.61031771949366	4.5826627846753	4.54222007598824	4.70456422440996	5.53144495195125
GRAMD2B	5.3883924447815	4.57294039440395	4.05762676640071	4.52018488578637	5.88573598853429
SNAI2	9.10555951092093	6.69996787053925	5.89630788299853	5.42621112084228	4.57252177918663
FTH1	11.465859775687	8.5500968920389	11.8402663452779	9.03870314768051	10.057618414933
TIFA	4.0823301325912	5.11610907030321	3.48914422777126	4.9756900739107	4.43073923416599
TSPAN13	5.47100418629966	7.331258428123	9.70484049505255	9.31499564011046	9.42981673877795
MYO1F	4.5776728873074	2.26095107790996	3.03960145499651	3.41407562461253	2.46355027189035
CLEC2D	2.35996146784891	3.03547422869532	2.16389710140573	3.79177538770043	2.70093762475357
CENPV	5.71809847187237	8.32491256862117	7.22985334623545	8.22299332040466	6.98637399848421
RASEF	3.8227056548935	3.33271466519253	5.04422146524505	5.54849038902184	8.69855493343504
DHX32	6.47681684575625	7.7203332219982	6.23958790880247	7.87642808486428	8.72936767835944
TRAF3IP3	3.56910560670531	2.51072071941156	2.51646986501845	4.36953180844193	1.99103308740125
FUCA2	6.76219463722927	6.77786178723535	9.33141018138407	6.96786624538458	7.07426996174014
LIMCH1	5.8293149695271	5.28243741529311	4.54173335625407	4.21515922099937	6.83983034352605
PROSER2	4.62899955727888	6.95224768399362	5.81273391518204	4.99525490437592	6.33928917018767
ATP1B1	7.88738086174054	6.62901200563726	9.01651963027892	10.2316776132524	10.2263535856277
VAMP8	9.60710618786561	7.05836234029852	9.1825161196018	8.59725367168372	9.83615686367231
IFI6	12.4495822578902	10.1312620204843	8.83857656762983	8.70763704788454	8.76567762560617
DCBLD2	7.07874074073745	6.96680339964693	5.84514476849197	3.73838318758761	5.91850165396046
PALLD	8.94494963213479	6.99847465051126	6.31731148612211	5.90481917882087	7.73619347036327
ACSL5	5.20959306569924	3.809745084685	2.76341638732381	6.38758682637807	7.24397027521295
AHNAK2	5.72124671678369	4.25583096279324	5.97595981571459	6.13059717844421	5.57031610192462
MYB	2.23187934606562	4.08255805051611	2.89232273195672	4.21403162508308	4.43325701845246
MYBL1	5.75890814063775	6.35361109659612	6.09008548328002	6.11919660923931	5.36413455310718
CD276	5.56395519246237	4.46125325464806	6.17599649903068	4.76245168428672	5.63429847434207
B3GALNT1	5.72322021398785	6.68894346340453	6.02313717440401	5.41320465412396	5.14771731511671
GIPC1	5.72656971419443	5.04191964814544	6.41622552014876	6.03698013470708	7.24967611742904
MYO1G	3.28973211129136	2.25826017073583	2.57041790824114	4.05147574957416	2.44695362505935
SOX9	4.14704403649873	5.47213354334829	4.99263836276008	6.04224618033137	7.00834440528629
FNBP1	5.6782445286409	5.83607998439714	4.58941372518451	5.962000878171	4.34436951022363
ABCC3	5.0137054994252	3.84009955242219	5.23175820282212	6.53451844646309	6.12537155235805
N4BP2L1	3.71873795403634	4.06094401416985	3.63125554251071	2.97547774569599	3.06712053694351
BCL9L	5.03220088492819	6.41317138614701	6.88383477047903	6.53101751102218	6.73610886465638
PAG1	3.64957112575146	4.9602621598215	6.67486791203107	4.50816924783027	5.93702116009077
PLK2	6.74729437657015	5.77350584375723	5.67965896542899	8.71414624350641	6.6540122827996
POGLUT3	6.78518982710978	6.00819307582986	7.76329824356018	4.98761423845282	6.0696089110028
FAM114A1	6.63490643031018	5.43016689887712	5.263120969894	6.10576050323043	8.2762065353393
SPARC	8.83290693013276	5.60893263320626	4.66271362865467	3.88893113635307	4.63840477602586
MYLK	5.99904081023742	6.59437061654005	5.26051871154341	6.1494044652606	4.70873736069375
GALNT3	4.83840780536845	5.96948309511091	4.91807761285804	7.5050998162395	10.285968116069
EAF2	4.56309649961787	5.99456929324325	4.58043678439808	7.84206082871568	5.42320243304687
MYO1C	4.9915680953614	5.7423837039964	6.98258252957298	5.87187457272922	6.89397588207124
NCKAP1	7.89514444464727	9.62709754108464	9.0475629594447	9.69267033713957	10.8717924202383
IQGAP2	3.7581072974743	2.96468114900096	3.10901870842689	5.27327214434446	5.84074365143536
MYO6	5.70956562468538	6.85355032201309	7.44318179210646	8.66725221836995	8.05463422591409
SPR	5.10917871214913	4.36239121364011	7.10104418327629	6.85290110112568	6.37801992311446
AXL	7.33334006420056	5.73698293863933	4.27228403907576	4.13015009786098	4.08063234100956
ADAM9	8.13424951415878	6.42250945207443	7.55359316082122	8.1227991606246	9.15213166743274
PXDC1	6.31492101744266	4.99760085554954	6.30036582754653	6.04716465955171	5.89445061453688
STARD10	4.75100112700312	8.2548679632279	8.15270887324925	5.78175672522393	7.52995275512304
GAS1	6.19185720062841	3.35907077836168	3.2638295855942	2.53574138906345	2.76848841969914
GAS6	5.45546240242081	5.40154456109839	4.07886147547204	3.24847902412172	4.47412691023981
SUSD3	4.95820094966814	5.50986195592629	3.94382579320128	4.39776130935084	1.68201999451357
GATA6	4.00376865846203	5.37868100221851	5.6886855688116	6.41745252432268	6.16428152679687
C19orf33	7.56161240713027	7.22209195290875	8.24681597332245	6.81580513196426	8.12610282796662
NCF2	5.25195378896567	2.32864769167376	2.85847160865386	2.3228325057506	2.91442099494215
GPRC5C	5.69614996623166	5.0408401731325	6.01738895536208	7.47052665734922	4.5870503225665
CCND1	2.58504023239358	6.39476235680133	7.31265572623584	6.515287848935	6.87789836998314
FAM241B	4.45811222055551	5.36286729263738	6.01151775084003	5.67698997064545	2.73381038809669
NRROS	4.79151762448384	2.90576671014263	3.20561332386409	4.07523610172266	2.20561741498792
SAMSN1	4.43804848567151	2.94513518603977	2.74950372731681	3.98499747948925	2.9817218097612
SIX4	6.52849194365663	6.23349740098932	7.56236389159087	7.98132408727227	6.6276803449203
MBOAT2	5.95751440186303	6.26366211573883	4.80872351066202	5.59089887993161	8.62587477466736
TNFRSF21	6.10676737064309	3.84913011880522	5.87398894134987	8.28673340555996	8.56888424675619
GLCCI1	5.2921687960114	6.3771205246041	6.78783186701408	7.27615395890563	5.51713065890551
ST14	3.91165995340894	4.09090905356422	6.70222887671981	4.58018052651921	6.82036362691294
TMBIM1	5.22827253196337	5.10621105328302	6.76350621193804	7.46376866337189	8.89729026247896
BDNF	4.04020548014711	4.22591839536261	3.90645367249525	5.42031806690224	3.83884105658085
STAT5A	4.10301280717341	3.14170603969514	4.49077288336362	4.7740067336894	4.63018087226702
NMU	6.6052274544566	7.50940223362725	4.99232664058281	3.55314483678409	6.48680084081583
BLM	5.78369488974272	7.71827199356012	7.58634811239123	7.86252499042825	6.76505721324966
XYLT1	3.98425563560344	1.96139070196202	1.90988256518267	3.56842019311159	4.88288039743896
BLVRA	8.96502734570647	8.07278191860242	7.80439596939753	8.4236562749098	7.23787333963721
BLVRB	8.42016209082667	7.46551029110765	8.86799138758403	10.2566419239428	8.56977475577042
TUBB6	8.72023925145023	7.26662924823066	7.54955235826358	8.67096845535515	6.68519468306425
BMP4	5.09778201852396	6.6803425373457	3.86533806584624	5.50273632863862	3.97929015278346
RFTN1	5.28173478166445	4.18970052929992	4.03100460166643	5.06025611906433	4.03861134812893
TSC22D1	5.4025712486237	4.76729938895419	4.98885097286517	5.81339304652116	7.4658047988035
NELL2	2.55023289684484	4.05046245166541	2.57206839659197	3.56764083397164	2.543328811447
ASAP2	5.51175210576144	6.07905827684188	6.6678393163737	7.63992544315334	9.58727066275581
SULF2	5.92558586672192	4.90186618276675	6.8176112691267	4.64407721490235	7.42408675302258
GNG12	6.81655904095282	6.47022456618982	6.21510804847985	6.59147929844221	9.64468062315758
BAIAP2L1	5.08615531986258	4.20159687906126	5.40495820783782	8.3888751213824	8.77284804831716
IER3	7.88243050082691	6.93391100776379	7.73396510317483	7.19989637417299	10.1176228343277
BST2	10.9252462095448	7.25804629709699	5.45280633537478	8.05155093218604	9.24128511194542
NFIB	6.45703267569743	6.37788901628105	6.75834009788153	7.57500545130715	7.73935505264427
KLF5	5.28877978121976	3.82198703301131	8.0860357105565	4.35057644073874	7.66878533257395
SVIL	6.5387820597919	5.79635761298845	5.88396841533814	5.59290383177933	6.5621651126785
NUP210	3.5983802940388	5.38500253433353	4.79357696672836	5.36855054924849	4.80621557322347
PLCL2	3.56143277474445	2.51584299256132	2.71674436759339	4.45369011095246	5.03998952361403
SYK	4.24535563083747	4.01618908536692	3.15027361153944	5.01980587463982	3.9443558206825
TMEM131L	5.7530234873498	6.49647177388445	5.11355501983226	7.30556106705762	5.33057711513625
C1R	6.68484693825029	4.39822639196293	3.98707444744239	5.34048345856939	3.26079293006959
C1S	5.91601631367219	4.31020055441158	3.5491190753737	5.4201294517984	2.71299616334522
SGCE	8.46513591170798	8.80404511595077	10.1385636446423	8.62531042271271	5.68758750412691
GNA11	6.16253249929222	7.04073601839636	8.93939352753325	7.24417951507797	8.46803033732825
C3	8.3947763289072	6.99370672924274	4.8689052830403	5.16542299278185	2.99869052930023
POPDC3	3.64323560115889	6.24068384766077	7.89402555522988	3.5672253282264	3.52646487312424
GNAI1	6.3726341807105	5.93952052034962	4.60200835529606	8.35966271009223	5.1381985064099
MTCL1	5.94578818500449	5.85639499514437	5.11322627946189	10.0615188213354	7.208681299837
CKAP4	7.9942112252634	8.09818269643265	8.780688698547	11.0529466512775	9.70521209051084
TAF4B	2.93322896894464	2.80031523565728	4.63383806647629	4.62318594849322	3.07937609362796
GPC2	3.84627555106074	4.41431698407582	3.99851527857889	3.82642106699348	3.72004683988474
PDGFC	7.49312186841929	5.47246934543941	5.61211487546362	4.88909906208595	4.60783983452739
FERMT2	7.24755051768776	6.72701811525713	5.38656984893698	5.92542285049596	5.15255455058507
GNG7	3.81145661326888	3.06374637359176	3.04306291139491	4.11266031614556	2.88029296828337
RAB32	8.07680832631549	7.61435526011657	7.94115930551274	6.21979007039083	6.90355537021903
ADGRL2	4.61590685087421	5.4913359950356	4.91421020074075	5.93617235911243	4.813592403913
CAMSAP2	5.90406385994658	6.24095784578164	6.36902893488526	6.26943402518556	6.3539144207548
NLRC3	3.00580328688144	3.13687196370806	2.64348921727179	4.40875326991018	2.6205212088121
WWC1	3.99172890268596	4.86041532276727	6.67940238803454	9.64240858187292	8.20299327382468
ADGRA3	5.02874380494246	6.55848442825612	7.04516934038377	5.68326009136621	6.43717257811403
SFN	5.37935649835717	4.5591472277731	5.25248352730192	7.07081090855508	9.53008653750171
DDR1	5.78081666940072	5.54563328434435	6.53888939242398	5.69040360466876	9.26707239558038
TCF7L2	6.40769210173342	4.77778684933887	5.48866025499789	5.77440511685058	5.63230716646645
P4HA2	6.94114546777992	5.86984139248244	7.52986974207955	6.02761580301132	9.56945137580892
RBM11	3.09296341071764	3.80978828427613	3.33109776440887	2.85502096340327	2.63983096233542
RAB31	8.38636599086617	6.10846286002519	5.65336735318311	6.85269018569243	4.91051236021665
TRIM2	5.07780693045807	7.86626030198761	5.71767466151255	5.26340225663905	8.14756466027572
RAB17	3.58450255482074	7.01752210234157	7.29520536887293	5.87721168122803	5.90187131139613
CALD1	7.52059113536885	7.00486575937082	5.20065591168412	4.99905974480939	4.90530438952692
GAS2L3	5.91661206770093	7.31060505253952	6.82150014762244	6.85553886472942	6.99159326328736
NT5E	5.24238713467671	5.91248284153748	5.28089645366628	5.80614721215952	8.75823926524178
CAPN2	8.31680415972748	7.60960489794569	9.01343392103439	8.90995488026035	9.59389466366558
CNTRL	3.99444000889804	6.60774266343383	4.6719417265388	7.29141908817467	6.0348123733974
GPX2	6.56858233111614	5.72946200001541	6.80348737298035	7.96790423529536	4.44354466108752
CASP1	4.40144578179661	4.43938120518483	2.67333974395238	4.03598500330268	4.88680228299375
AKNA	3.43303715075904	3.68145400814541	3.16490285225671	4.97086288169958	4.2546522710221
OAT	8.21190181563859	9.56348554999729	8.2503460407171	7.45786118995946	9.14544481953096
PRSS23	7.33031773701389	6.43927001209243	6.94705948182858	5.70072926336052	5.48302194621694
CAV2	9.0154725383666	7.2789374717103	7.68812681429952	9.22405840266293	7.17240326353934
GPRC5A	5.7040999726806	2.16781361353723	3.88460279196263	7.46563900821451	8.04386332501769
TEAD4	4.64094762962875	5.21654199584965	6.92759112414599	6.30537522721086	6.2121164837205
MAP7	3.48937170433538	4.79301787249366	5.19005933403118	4.91236250982495	6.62255116405618
CBFA2T3	2.93281149303291	2.67201335370182	2.61226048912716	4.01565051394592	2.97506736776317
RUNX3	4.05704075412565	5.90612339755363	4.68158343905008	4.67770618084116	3.04962259889596
PAPSS2	5.47270227974678	5.97400190392132	4.81871735817706	5.3702432621496	6.53009976960299
SERPINH1	8.32114093992862	6.71631284134698	9.83502798465646	6.50383052161477	9.77657124229024
CXCL2	5.37206367278492	6.80435817369538	5.9578009116161	9.50740559114628	7.02486524794467
CXCL1	7.17823655622331	5.07944073706363	5.1570154379597	8.10272331160075	7.58299813939227
NR2F2	7.29839302190313	5.95718317138944	7.191711799717	7.51825748263253	6.6515014866747
CLDN1	3.50838217617965	5.38502845344423	5.23576458636531	7.98619205061557	7.96542116336667
TNFRSF11B	6.2977068936941	6.37139516668181	8.55261272029411	3.62900409704945	5.86173184862722
GSN	7.68400302330935	4.99343082390095	5.39158288612401	6.10826969869557	7.81434089593855
TFPI	7.85950254250162	8.02237889331047	8.39645913211259	6.93633746003205	8.74613466853603
