symbol	TCGA-CG-4444	TCGA-D7-8579	TCGA-F1-A448	TCGA-FP-7829	TCGA-FP-8209	TCGA-HU-8243	TCGA-KB-A6F7	TCGA-VQ-A8DT	TCGA-VQ-A8E2	TCGA-VQ-A8P3	TCGA-VQ-A91Q	TCGA-VQ-AA68	TCGA-VQ-AA6B
FOS	6.8799275846125	4.67007830210604	7.79716584199655	5.21074498600742	8.63383638185241	5.9370990492664	4.3369889195394	4.95367975374383	3.17052219041137	7.06497984447468	8.74326681747366	9.43091708121476	6.45682853486683
ANXA3	7.26024261659197	6.4833736428241	4.49966479161434	7.61734678745825	4.58647774208272	7.93417047485477	5.59968095544868	5.89857464029005	3.39454381008163	7.78225082356848	5.62584159730485	7.31269482264347	3.98298389328579
ANXA4	9.96708327630178	8.25893119999601	6.98568031111349	8.00579934438277	4.91685952853139	8.46194265741082	7.06015513407094	8.6335130095985	6.1687905430549	9.17622913164634	11.057358405987	8.78657401296992	9.36274569756519
RHOBTB3	6.70307544674196	8.05559146202109	6.76693333368342	7.25254852398536	9.03660822455319	5.7177220205327	5.370808545728	7.6538126764973	8.5000206297755	4.9727625760395	7.13148866738412	5.88093605184918	9.76958250426818
SLC43A1	6.15242295362556	4.52512371518691	5.79750483009066	6.00209290955159	3.89982770388511	7.00853501132468	6.24013934784276	6.17954405203454	5.33113081556329	5.34510406878315	4.78220469868872	6.04922416151614	5.84143823528598
ANXA1	8.62509164190019	9.7385244053979	9.88652091754311	9.42851707077631	9.77606320335037	6.88164246280856	6.85064572691136	10.4648473198726	8.78078383113167	8.7575561348846	9.63006979493057	11.1612508982239	4.7447781383525
AGR2	6.34864580923439	4.4617305263347	7.43413524430872	8.19072591676973	0.124597482480735	6.7949673863496	3.35428836716623	7.47242494476031	2.0696410982381	6.08094628467471	5.65082898628016	5.85082566757803	4.53336904936592
ANXA5	10.4797339056117	10.4674712175301	10.4659831954575	10.1479895858064	10.2966969382957	9.65280531796089	9.74653059486497	9.07111713115167	10.6978265775812	12.4566453052439	11.0739176233382	9.9713165858118	9.26048481885466
HTATIP2	7.65281389262592	6.80595783930148	7.09758529661244	8.74653010412143	4.13655626401992	8.78955703298186	7.62373004312094	7.85632264702919	7.32707479246122	8.58199556487762	8.0537984003806	6.74545907230734	8.35510093407921
ANXA6	5.84072261809276	8.33626475846864	6.40109662355462	6.51323138139254	9.62493838281284	5.63049721374741	4.72084618997211	3.40509293589785	7.20759634849629	6.58604269385942	6.14403507927274	4.75225108184844	6.48986752892881
CCL28	6.16115938658509	8.25982042001927	6.99104833030836	5.25426299752639	6.88949358350448	6.99885081368871	5.26301205783954	6.43599714111774	7.33312331652513	5.19969508121292	7.95497806866691	5.6710787183426	6.83928804221625
RUBCNL	3.69300833952341	3.13387063293745	3.67597665192463	2.45618583902485	4.61633085093749	2.28056836744406	2.40396575359271	2.14667732316086	2.66571562895084	1.96912202083867	2.37934356594736	3.4479731843061	6.63687044713991
DOCK10	5.89786459554436	6.18311876358401	5.49975218588229	4.55488111256414	8.23754991320883	4.03629385704853	5.45132008648083	3.18877580644222	5.28352724527634	3.61625358006196	4.89755056902628	5.00747532827598	3.86358182165166
STAP2	5.04017070150102	5.97469361608444	5.32279619183622	6.96037356958488	3.39236704638333	4.86504959273933	3.54455893900537	6.62621675567736	5.72046036488102	4.33206125550933	4.22544124289802	4.61308994113026	6.77114172579572
PRXL2A	6.28230545025636	8.48155835382772	7.70124902644673	7.58099462736257	8.28740876587699	8.0723477142149	7.95784153102701	9.7788020261733	8.43539801101609	6.36765262574303	8.36673167087789	7.41076134626283	7.93221260041094
MYO1B	5.68910840524591	6.07178022911707	7.75016008088688	6.97188840514622	5.52931613732198	6.29448231752848	5.7594962140065	4.37602446480488	7.16551309248804	5.84987557374962	8.53483921072423	4.68317177402279	8.24976161122347
